timestep_time;vehicle_CO;vehicle_CO2;vehicle_HC;vehicle_NOx;vehicle_PMx;vehicle_angle;vehicle_eclass;vehicle_electricity;vehicle_fuel;vehicle_id;vehicle_lane;vehicle_noise;vehicle_pos;vehicle_route;vehicle_speed;vehicle_type;vehicle_waiting;vehicle_x;vehicle_y
3703.00;219.40;6022.61;0.98;1.30;0.33;126.34;HBEFA3/LDV_G_EU6;0.00;1921.18;motorcycle60;4952862_0;67.86;9.43;!motorcycle60!var#1;8.43;motorcycle_motorcycle;0.00;16.373571;48.210402
3703.00;129.90;3082.45;0.54;0.71;0.17;156.82;HBEFA3/LDV_G_EU6;0.00;983.29;motorcycle61;118736578#1_0;62.56;6.44;!motorcycle61!var#1;5.84;motorcycle_motorcycle;0.00;16.367286;48.207016
3703.00;22.93;14907.76;0.00;134.15;2.91;153.35;HBEFA3/HDV;0.00;4689.46;truck100;4998709_0;72.80;46.49;!truck100!var#1;8.20;truck_truck;0.00;16.363969;48.210003
3703.00;0.00;0.00;0.00;0.00;0.00;334.99;HBEFA3/HDV;0.00;0.00;truck101;26153832#2_0;67.66;1.38;!truck101!var#1;5.24;truck_truck;0.00;16.364962;48.210776
3703.00;26.26;17924.14;0.00;157.46;3.27;239.34;HBEFA3/HDV;0.00;5638.36;truck102;113296995#0_0;73.76;17.90;!truck102!var#1;8.42;truck_truck;0.00;16.363368;48.210332
3703.00;0.00;0.00;0.00;0.00;0.00;97.93;HBEFA3/HDV;0.00;0.00;truck98;30322208#0_0;67.78;12.30;!truck98!var#1;4.93;truck_truck;0.00;16.369859;48.209182
3703.00;82.19;2371.96;0.43;0.95;0.04;328.55;HBEFA3/PC_G_EU4;0.00;756.58;veh195;9226410_0;58.93;24.50;!veh195!var#1;4.96;veh_passenger;0.00;16.369953;48.210002
3703.00;87.41;2798.28;0.46;1.14;0.05;155.95;HBEFA3/PC_G_EU4;0.00;892.55;veh203;31130247#0_0;60.36;15.49;!veh203!var#1;5.22;veh_passenger;0.00;16.367147;48.207239
3703.00;81.17;2724.91;0.43;1.10;0.04;156.28;HBEFA3/PC_G_EU4;0.00;869.15;veh205;118736578#0_0;60.28;0.12;!veh205!var#1;5.58;veh_passenger;0.00;16.367224;48.207117
3704.00;0.00;0.00;0.00;0.00;0.00;196.88;HBEFA3/Bus;0.00;0.00;bus62;25950770_0;65.40;9.54;!bus62!var#1;0.97;bus_bus;0.00;16.375946;48.210662
3704.00;0.00;0.00;0.00;0.00;0.00;126.34;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle60;4952862_0;58.15;17.21;!motorcycle60!var#1;7.78;motorcycle_motorcycle;0.00;16.373654;48.210360
3704.00;0.00;0.00;0.00;0.00;0.00;156.82;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle61;118736578#1_0;57.19;11.90;!motorcycle61!var#1;5.46;motorcycle_motorcycle;0.00;16.367313;48.206971
3704.00;0.00;0.00;0.00;0.00;0.00;181.83;HBEFA3/HDV;0.00;0.00;truck100;:33196462_3_0;64.17;6.17;!truck100!var#1;6.43;truck_truck;0.00;16.363961;48.209950
3704.00;23.55;15292.63;0.00;140.06;3.02;335.07;HBEFA3/HDV;0.00;4810.58;truck101;26153832#2_0;72.46;7.08;!truck101!var#1;5.70;truck_truck;0.00;16.364931;48.210823
3704.00;0.00;0.00;0.00;0.00;0.00;239.34;HBEFA3/HDV;0.00;0.00;truck102;113296995#0_0;69.67;25.86;!truck102!var#1;7.96;truck_truck;0.00;16.363275;48.210297
3704.00;19.67;11757.29;0.00;113.13;2.61;83.00;HBEFA3/HDV;0.00;3698.42;truck98;30322208#1_0;70.71;0.11;!truck98!var#1;5.12;truck_truck;0.00;16.369927;48.209189
3704.00;0.00;0.00;0.00;0.00;0.00;328.55;HBEFA3/PC_G_EU4;0.00;0.00;veh195;9226410_0;57.31;29.24;!veh195!var#1;4.74;veh_passenger;0.00;16.369921;48.210038
3704.00;89.36;3404.51;0.49;1.41;0.06;155.95;HBEFA3/PC_G_EU4;0.00;1085.91;veh203;31130247#0_0;62.21;21.53;!veh203!var#1;6.04;veh_passenger;0.00;16.367179;48.207189
3704.00;75.06;2630.44;0.40;1.05;0.04;156.76;HBEFA3/PC_G_EU4;0.00;839.02;veh205;118736578#1_0;60.17;0.21;!veh205!var#1;5.91;veh_passenger;0.00;16.367254;48.207068
3705.00;20.71;6225.77;4.97;66.36;2.08;198.54;HBEFA3/Bus;0.00;1968.65;bus62;25950770_0;68.40;10.66;!bus62!var#1;1.12;bus_bus;0.00;16.375940;48.210653
3705.00;0.00;0.00;0.00;0.00;0.00;125.74;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle60;:32666488_5_0;59.04;5.98;!motorcycle60!var#1;7.50;motorcycle_motorcycle;0.00;16.373735;48.210319
3705.00;81.74;1931.09;0.32;0.49;0.09;164.46;HBEFA3/LDV_G_EU6;0.00;616.00;motorcycle61;27497426_0;59.41;3.86;!motorcycle61!var#1;5.63;motorcycle_motorcycle;0.00;16.367335;48.206922
3705.00;17.65;10030.89;0.00;98.15;2.37;235.65;HBEFA3/HDV;0.00;3155.30;truck100;4998718_0;70.40;2.39;!truck100!var#1;6.39;truck_truck;0.00;16.363888;48.209920
3705.00;0.00;0.00;0.00;0.00;0.00;335.07;HBEFA3/HDV;0.00;0.00;truck101;26153832#2_0;68.67;12.52;!truck101!var#1;5.44;truck_truck;0.00;16.364901;48.210868
3705.00;20.27;12508.03;0.00;115.59;2.62;239.34;HBEFA3/HDV;0.00;3934.54;truck102;113296995#0_0;72.03;33.90;!truck102!var#1;8.04;truck_truck;0.00;16.363181;48.210261
3705.00;0.00;0.00;0.00;0.00;0.00;68.38;HBEFA3/HDV;0.00;0.00;truck98;30322208#1_0;68.13;4.93;!truck98!var#1;4.83;truck_truck;0.00;16.369986;48.209206
3705.00;81.33;2181.31;0.42;0.87;0.03;2.56;HBEFA3/PC_G_EU4;0.00;695.77;veh195;:cluster_33182892_33196509_2_0;58.17;2.38;!veh195!var#1;4.73;veh_passenger;0.00;16.369926;48.210077
3705.00;66.57;2404.14;0.36;0.93;0.03;156.15;HBEFA3/PC_G_EU4;0.00;766.84;veh203;:3332897219_0_0;59.77;3.93;!veh203!var#1;6.21;veh_passenger;0.00;16.367212;48.207137
3705.00;0.00;0.00;0.00;0.00;0.00;156.82;HBEFA3/PC_G_EU4;0.00;0.00;veh205;118736578#1_0;53.26;4.82;!veh205!var#1;4.61;veh_passenger;0.00;16.367277;48.207030
3706.00;20.54;6108.59;4.95;65.46;2.06;200.14;HBEFA3/Bus;0.00;1931.58;bus62;25950770_0;67.97;11.84;!bus62!var#1;1.18;bus_bus;0.00;16.375934;48.210643
3706.00;0.00;0.00;0.00;0.00;0.00;125.74;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle60;:32666488_5_0;49.70;10.72;!motorcycle60!var#1;4.74;motorcycle_motorcycle;0.00;16.373786;48.210294
3706.00;0.00;0.00;0.00;0.00;0.00;164.46;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle61;27497426_0;56.24;8.93;!motorcycle61!var#1;5.07;motorcycle_motorcycle;0.00;16.367352;48.206878
3706.00;37.94;28370.63;0.00;240.07;4.55;244.38;HBEFA3/HDV;0.00;8924.68;truck100;4998718_0;77.24;9.95;!truck100!var#1;7.56;truck_truck;0.00;16.363796;48.209892
3706.00;15.66;8162.21;0.00;84.87;2.17;334.98;HBEFA3/HDV;0.00;2567.47;truck101;:33196433_0_0;68.99;4.32;!truck101!var#1;5.27;truck_truck;0.00;16.364872;48.210911
3706.00;24.03;15906.96;0.00;141.82;3.03;239.34;HBEFA3/HDV;0.00;5003.79;truck102;113296995#0_0;73.13;42.22;!truck102!var#1;8.31;truck_truck;0.00;16.363084;48.210224
3706.00;18.00;10243.20;0.00;101.57;2.43;54.09;HBEFA3/HDV;0.00;3222.12;truck98;30322208#1_0;69.86;9.81;!truck98!var#1;4.88;truck_truck;0.00;16.370037;48.209233
3706.00;84.10;2464.42;0.44;0.99;0.04;48.32;HBEFA3/PC_G_EU4;0.00;786.07;veh195;:cluster_33182892_33196509_2_0;59.22;7.34;!veh195!var#1;4.96;veh_passenger;0.00;16.369976;48.210106
3706.00;0.00;0.00;0.00;0.00;0.00;156.50;HBEFA3/PC_G_EU4;0.00;0.00;veh203;:11414236267_0_0;48.99;0.80;!veh203!var#1;3.81;veh_passenger;0.00;16.367231;48.207106
3706.00;89.90;2852.72;0.47;1.17;0.05;156.82;HBEFA3/PC_G_EU4;0.00;909.92;veh205;118736578#1_0;60.50;9.94;!veh205!var#1;5.12;veh_passenger;0.00;16.367303;48.206987
3707.00;20.91;6499.89;5.00;68.08;2.10;201.18;HBEFA3/Bus;0.00;2055.44;bus62;25950770_0;68.66;13.20;!bus62!var#1;1.36;bus_bus;0.00;16.375927;48.210632
3707.00;92.46;1871.14;0.36;0.47;0.10;125.18;HBEFA3/LDV_G_EU6;0.00;596.88;motorcycle60;745742180_0;59.10;4.23;!motorcycle60!var#1;4.94;motorcycle_motorcycle;0.00;16.373839;48.210267
3707.00;0.00;0.00;0.00;0.00;0.00;156.51;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle61;:17322927_1_0;49.95;2.13;!motorcycle61!var#1;3.21;motorcycle_motorcycle;0.00;16.367367;48.206851
3707.00;24.23;16053.86;0.00;143.49;3.05;244.38;HBEFA3/HDV;0.00;5050.01;truck100;4998718_0;73.04;17.82;!truck100!var#1;7.87;truck_truck;0.00;16.363699;48.209862
3707.00;20.41;12454.88;0.00;118.14;2.68;334.92;HBEFA3/HDV;0.00;3917.87;truck101;:33196433_0_0;71.12;9.81;!truck101!var#1;5.49;truck_truck;0.00;16.364842;48.210956
3707.00;21.76;13874.98;0.00;125.78;2.78;239.34;HBEFA3/HDV;0.00;4364.56;truck102;113296995#0_0;72.61;50.67;!truck102!var#1;8.46;truck_truck;0.00;16.362985;48.210187
3707.00;22.69;14492.32;0.00;134.26;2.93;44.96;HBEFA3/HDV;0.00;4558.82;truck98;30322208#1_0;72.11;15.13;!truck98!var#1;5.31;truck_truck;0.00;16.370089;48.209266
3707.00;0.00;0.00;0.00;0.00;0.00;60.67;HBEFA3/PC_G_EU4;0.00;0.00;veh195;:cluster_33182892_33196509_2_0;56.98;12.01;!veh195!var#1;4.67;veh_passenger;0.00;16.370032;48.210125
3707.00;107.83;3581.85;0.57;1.52;0.07;156.77;HBEFA3/PC_G_EU4;0.00;1142.47;veh203;118736578#1_0;62.84;0.61;!veh203!var#1;4.91;veh_passenger;0.00;16.367256;48.207065
3707.00;96.80;3866.94;0.53;1.62;0.07;160.76;HBEFA3/PC_G_EU4;0.00;1233.40;veh205;27497426_0;63.40;2.47;!veh205!var#1;6.20;veh_passenger;0.00;16.367331;48.206934
3708.00;0.00;0.00;0.00;0.00;0.00;201.86;HBEFA3/Bus;0.00;0.00;bus62;25950770_0;67.17;14.47;!bus62!var#1;1.27;bus_bus;0.00;16.375920;48.210621
3708.00;0.00;0.00;0.00;0.00;0.00;125.18;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle60;745742180_0;55.52;8.56;!motorcycle60!var#1;4.33;motorcycle_motorcycle;0.00;16.373886;48.210244
3708.00;0.00;0.00;0.00;0.00;0.00;136.76;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle61;:17322927_1_0;52.15;4.26;!motorcycle61!var#1;2.13;motorcycle_motorcycle;0.00;16.367386;48.206837
3708.00;16.25;8862.95;0.00;87.48;2.19;244.38;HBEFA3/HDV;0.00;2787.86;truck100;4998718_0;70.79;25.54;!truck100!var#1;7.72;truck_truck;0.00;16.363605;48.209833
3708.00;0.00;0.00;0.00;0.00;0.00;334.85;HBEFA3/HDV;0.00;0.00;truck101;571594915#0_0;68.36;3.77;!truck101!var#1;5.20;truck_truck;0.00;16.364814;48.210999
3708.00;19.52;11860.61;0.00;110.02;2.53;240.93;HBEFA3/HDV;0.00;3730.86;truck102;:33196460_0_0;72.07;5.56;!truck102!var#1;8.48;truck_truck;0.00;16.362884;48.210151
3708.00;0.00;0.00;0.00;0.00;0.00;45.18;HBEFA3/HDV;0.00;0.00;truck98;:33196572_1_0;67.34;3.29;!truck98!var#1;4.86;truck_truck;0.00;16.370136;48.209297
3708.00;0.00;0.00;0.00;0.00;0.00;63.97;HBEFA3/PC_G_EU4;0.00;0.00;veh195;:cluster_33182892_33196509_2_0;56.86;16.40;!veh195!var#1;4.39;veh_passenger;0.00;16.370085;48.210142
3708.00;107.91;4490.79;0.60;1.91;0.09;156.82;HBEFA3/PC_G_EU4;0.00;1432.37;veh203;118736578#1_0;64.96;6.95;!veh203!var#1;6.34;veh_passenger;0.00;16.367288;48.207012
3708.00;0.00;0.00;0.00;0.00;0.00;164.46;HBEFA3/PC_G_EU4;0.00;0.00;veh205;27497426_0;48.17;6.08;!veh205!var#1;3.61;veh_passenger;0.00;16.367343;48.206903
3709.00;0.00;0.00;0.00;0.00;0.00;201.86;HBEFA3/Bus;0.00;0.00;bus62;25950770_0;66.03;15.48;!bus62!var#1;1.01;bus_bus;0.00;16.375915;48.210613
3709.00;107.91;2135.75;0.42;0.52;0.12;125.18;HBEFA3/LDV_G_EU6;0.00;681.30;motorcycle60;745742180_0;59.96;13.32;!motorcycle60!var#1;4.76;motorcycle_motorcycle;0.00;16.373938;48.210219
3709.00;174.35;3167.63;0.70;0.72;0.21;81.73;HBEFA3/LDV_G_EU6;0.00;1010.47;motorcycle61;:17322927_1_0;64.82;8.06;!motorcycle61!var#1;3.80;motorcycle_motorcycle;0.00;16.367435;48.206836
3709.00;24.82;16596.86;0.00;147.51;3.12;244.38;HBEFA3/HDV;0.00;5220.82;truck100;4998718_0;73.26;33.59;!truck100!var#1;8.06;truck_truck;0.00;16.363506;48.209803
3709.00;21.84;13737.45;0.00;128.11;2.83;334.79;HBEFA3/HDV;0.00;4321.34;truck101;571594915#0_0;71.73;9.31;!truck101!var#1;5.54;truck_truck;0.00;16.364783;48.211044
3709.00;0.00;0.00;0.00;0.00;0.00;242.28;HBEFA3/HDV;0.00;0.00;truck102;113296995#1_0;70.09;3.47;!truck102!var#1;8.10;truck_truck;0.00;16.362787;48.210118
3709.00;23.21;14960.01;0.00;137.89;2.99;45.43;HBEFA3/HDV;0.00;4705.95;truck98;:33196572_1_0;72.34;8.62;!truck98!var#1;5.33;truck_truck;0.00;16.370188;48.209330
3709.00;92.35;2822.80;0.48;1.16;0.05;67.89;HBEFA3/PC_G_EU4;0.00;900.38;veh195;:cluster_33182892_33196509_2_0;60.34;21.29;!veh195!var#1;4.89;veh_passenger;0.00;16.370147;48.210158
3709.00;0.00;0.00;0.00;0.00;0.00;156.82;HBEFA3/PC_G_EU4;0.00;0.00;veh203;118736578#1_0;50.27;11.16;!veh203!var#1;4.21;veh_passenger;0.00;16.367310;48.206977
3709.00;0.00;0.00;0.00;0.00;0.00;164.46;HBEFA3/PC_G_EU4;0.00;0.00;veh205;27497426_0;54.65;9.07;!veh205!var#1;2.99;veh_passenger;0.00;16.367353;48.206877
3710.00;20.63;6162.62;4.96;65.91;2.07;201.86;HBEFA3/Bus;0.00;1948.67;bus62;25950770_0;68.21;16.60;!bus62!var#1;1.12;bus_bus;0.00;16.375909;48.210603
3710.00;0.00;0.00;0.00;0.00;0.00;125.18;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle60;745742180_0;52.68;16.88;!motorcycle60!var#1;3.56;motorcycle_motorcycle;0.00;16.373977;48.210200
3710.00;0.00;0.00;0.00;0.00;0.00;73.60;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle61;:3553717000_0_0;45.37;0.15;!motorcycle61!var#1;1.24;motorcycle_motorcycle;0.00;16.367452;48.206839
3710.00;0.00;0.00;0.00;0.00;0.00;244.38;HBEFA3/HDV;0.00;0.00;truck100;4998718_0;70.08;41.33;!truck100!var#1;7.74;truck_truck;0.00;16.363412;48.209774
3710.00;15.36;7900.86;0.00;82.74;2.14;334.79;HBEFA3/HDV;0.00;2485.25;truck101;571594915#0_0;68.91;14.65;!truck101!var#1;5.34;truck_truck;0.00;16.364754;48.211088
3710.00;24.44;16281.98;0.00;144.67;3.07;243.23;HBEFA3/HDV;0.00;5121.76;truck102;113296995#1_0;73.27;11.86;!truck102!var#1;8.39;truck_truck;0.00;16.362685;48.210085
3710.00;17.01;9381.10;0.00;94.37;2.32;45.60;HBEFA3/HDV;0.00;2950.91;truck98;30322208#2_0;69.58;2.66;!truck98!var#1;5.28;truck_truck;0.00;16.370240;48.209362
3710.00;81.77;2446.50;0.43;0.98;0.04;68.55;HBEFA3/PC_G_EU4;0.00;780.36;veh195;25950172#1_0;59.25;1.85;!veh195!var#1;5.10;veh_passenger;0.00;16.370211;48.210174
3710.00;88.48;2062.87;0.45;0.83;0.03;159.33;HBEFA3/PC_G_EU4;0.00;658.00;veh203;27497426_0;57.14;1.54;!veh203!var#1;4.05;veh_passenger;0.00;16.367327;48.206943
3710.00;109.03;2402.29;0.55;1.01;0.04;160.87;HBEFA3/PC_G_EU4;0.00;766.26;veh205;:17322927_1_0;57.85;2.19;!veh205!var#1;3.13;veh_passenger;0.00;16.367367;48.206851
3711.00;20.28;5842.65;4.92;63.66;2.03;201.86;HBEFA3/Bus;0.00;1847.41;bus62;25950770_0;67.36;17.69;!bus62!var#1;1.09;bus_bus;0.00;16.375904;48.210594
3711.00;220.59;5084.72;0.95;1.10;0.31;125.18;HBEFA3/LDV_G_EU6;0.00;1622.01;motorcycle60;745742180_0;68.25;22.70;!motorcycle60!var#1;5.82;motorcycle_motorcycle;0.00;16.374040;48.210169
3711.00;150.14;1549.35;0.55;0.38;0.15;67.61;HBEFA3/LDV_G_EU6;0.00;494.25;motorcycle61;:3553717000_0_0;58.53;1.83;!motorcycle61!var#1;1.68;motorcycle_motorcycle;0.00;16.367472;48.206845
3711.00;24.18;16017.94;0.00;143.01;3.05;244.38;HBEFA3/HDV;0.00;5038.71;truck100;4998718_0;73.08;49.37;!truck100!var#1;8.04;truck_truck;0.00;16.363313;48.209744
3711.00;17.07;9432.73;0.00;94.77;2.32;334.79;HBEFA3/HDV;0.00;2967.15;truck101;571594915#0_0;69.61;19.93;!truck101!var#1;5.29;truck_truck;0.00;16.364724;48.211131
3711.00;22.58;14618.84;0.00;131.46;2.86;243.20;HBEFA3/HDV;0.00;4598.56;truck102;113296995#1_0;72.87;20.43;!truck102!var#1;8.57;truck_truck;0.00;16.362581;48.210051
3711.00;0.00;0.00;0.00;0.00;0.00;45.89;HBEFA3/HDV;0.00;0.00;truck98;30322208#2_0;67.50;7.52;!truck98!var#1;4.86;truck_truck;0.00;16.370287;48.209392
3711.00;0.00;0.00;0.00;0.00;0.00;69.67;HBEFA3/PC_G_EU4;0.00;0.00;veh195;25950172#1_0;55.58;6.33;!veh195!var#1;4.48;veh_passenger;0.00;16.370268;48.210187
3711.00;0.00;0.00;0.00;0.00;0.00;163.74;HBEFA3/PC_G_EU4;0.00;0.00;veh203;27497426_0;52.30;4.42;!veh203!var#1;2.88;veh_passenger;0.00;16.367337;48.206917
3711.00;0.00;0.00;0.00;0.00;0.00;153.34;HBEFA3/PC_G_EU4;0.00;0.00;veh205;:17322927_1_0;49.08;3.61;!veh205!var#1;1.42;veh_passenger;0.00;16.367380;48.206841
3712.00;0.00;0.00;0.00;0.00;0.00;201.86;HBEFA3/Bus;0.00;0.00;bus62;25950770_0;67.14;18.71;!bus62!var#1;1.02;bus_bus;0.00;16.375898;48.210586
3712.00;0.00;0.00;0.00;0.00;0.00;125.22;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle60;745742180_0;51.96;26.94;!motorcycle60!var#1;4.24;motorcycle_motorcycle;0.00;16.374086;48.210147
3712.00;141.52;1377.92;0.51;0.35;0.13;66.59;HBEFA3/LDV_G_EU6;0.00;439.57;motorcycle61;:3553717000_0_0;56.78;3.54;!motorcycle61!var#1;1.72;motorcycle_motorcycle;0.00;16.367494;48.206851
3712.00;0.00;0.00;0.00;0.00;0.00;242.00;HBEFA3/HDV;0.00;0.00;truck100;:33196468_1_0;63.29;2.13;!truck100!var#1;6.07;truck_truck;0.00;16.363241;48.209719
3712.00;15.87;8338.30;0.00;86.40;2.19;334.88;HBEFA3/HDV;0.00;2622.86;truck101;571594915#0_0;69.00;25.07;!truck101!var#1;5.13;truck_truck;0.00;16.364696;48.211174
3712.00;0.00;0.00;0.00;0.00;0.00;243.20;HBEFA3/HDV;0.00;0.00;truck102;113296995#1_0;69.24;28.42;!truck102!var#1;7.99;truck_truck;0.00;16.362485;48.210020
3712.00;21.70;13589.19;0.00;127.32;2.82;45.89;HBEFA3/HDV;0.00;4274.71;truck98;30322208#2_0;71.66;12.73;!truck98!var#1;5.22;truck_truck;0.00;16.370339;48.209424
3712.00;97.86;3402.47;0.52;1.43;0.06;69.67;HBEFA3/PC_G_EU4;0.00;1085.26;veh195;25950172#1_0;62.20;11.70;!veh195!var#1;5.37;veh_passenger;0.00;16.370337;48.210203
3712.00;0.00;0.00;0.00;0.00;0.00;164.46;HBEFA3/PC_G_EU4;0.00;0.00;veh203;27497426_0;49.09;5.62;!veh203!var#1;1.20;veh_passenger;0.00;16.367341;48.206907
3712.00;133.16;2644.00;0.67;1.16;0.06;135.55;HBEFA3/PC_G_EU4;0.00;843.36;veh205;:17322927_1_0;58.80;5.50;!veh205!var#1;1.90;veh_passenger;0.00;16.367402;48.206834
3713.00;0.00;0.00;0.00;0.00;0.00;201.86;HBEFA3/Bus;0.00;0.00;bus62;25950770_0;66.67;19.58;!bus62!var#1;0.87;bus_bus;0.00;16.375894;48.210579
3713.00;209.76;5028.05;0.91;1.09;0.30;65.38;HBEFA3/LDV_G_EU6;0.00;1603.93;motorcycle60;:cluster_12218710644_32665502_7_0;67.49;4.68;!motorcycle60!var#1;6.27;motorcycle_motorcycle;0.00;16.374162;48.210143
3713.00;140.82;1413.98;0.51;0.36;0.13;66.66;HBEFA3/LDV_G_EU6;0.00;451.07;motorcycle61;4997564#1_0;57.08;0.32;!motorcycle61!var#1;1.81;motorcycle_motorcycle;0.00;16.367516;48.206857
3713.00;26.05;17604.04;0.00;157.06;3.27;195.20;HBEFA3/HDV;0.00;5537.69;truck100;:33196468_1_0;73.41;8.74;!truck100!var#1;6.61;truck_truck;0.00;16.363222;48.209665
3713.00;17.42;9735.76;0.00;97.33;2.36;335.31;HBEFA3/HDV;0.00;3062.48;truck101;571594915#0_0;69.69;30.19;!truck101!var#1;5.12;truck_truck;0.00;16.364669;48.211216
3713.00;18.25;10684.30;0.00;101.44;2.40;243.20;HBEFA3/HDV;0.00;3360.83;truck102;113296995#1_0;71.46;36.38;!truck102!var#1;7.95;truck_truck;0.00;16.362388;48.209989
3713.00;0.00;0.00;0.00;0.00;0.00;45.89;HBEFA3/HDV;0.00;0.00;truck98;30322208#2_0;68.26;17.68;!truck98!var#1;4.94;truck_truck;0.00;16.370387;48.209455
3713.00;73.96;2315.69;0.39;0.91;0.03;70.70;HBEFA3/PC_G_EU4;0.00;738.63;veh195;25950172#1_0;59.10;17.19;!veh195!var#1;5.49;veh_passenger;0.00;16.370407;48.210218
3713.00;136.16;2666.84;0.68;1.18;0.06;164.46;HBEFA3/PC_G_EU4;0.00;850.65;veh203;27497426_0;58.99;7.36;!veh203!var#1;1.74;veh_passenger;0.00;16.367347;48.206892
3713.00;128.16;2412.95;0.64;1.05;0.05;109.06;HBEFA3/PC_G_EU4;0.00;769.67;veh205;:17322927_1_0;56.78;7.41;!veh205!var#1;1.91;veh_passenger;0.00;16.367427;48.206834
3714.00;21.07;6561.21;5.01;68.71;2.12;201.86;HBEFA3/Bus;0.00;2074.81;bus62;25950770_0;69.21;20.74;!bus62!var#1;1.16;bus_bus;0.00;16.375888;48.210569
3714.00;0.00;0.00;0.00;0.00;0.00;45.23;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle60;30323046#0_0;56.91;1.10;!motorcycle60!var#1;5.76;motorcycle_motorcycle;0.00;16.374221;48.210177
3714.00;0.00;0.00;0.00;0.00;0.00;66.94;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle61;4997564#1_0;54.68;1.72;!motorcycle61!var#1;1.40;motorcycle_motorcycle;0.00;16.367534;48.206862
3714.00;0.00;0.00;0.00;0.00;0.00;159.15;HBEFA3/HDV;0.00;0.00;truck100;4998700#0_0;69.44;6.01;!truck100!var#1;6.37;truck_truck;0.00;16.363252;48.209612
3714.00;19.51;11626.66;0.00;111.91;2.59;335.39;HBEFA3/HDV;0.00;3657.33;truck101;571594915#0_0;70.68;35.47;!truck101!var#1;5.28;truck_truck;0.00;16.364640;48.211259
3714.00;21.91;13987.39;0.00;127.05;2.80;243.20;HBEFA3/HDV;0.00;4399.92;truck102;113296995#1_0;72.50;44.50;!truck102!var#1;8.12;truck_truck;0.00;16.362290;48.209957
3714.00;17.00;9344.44;0.00;94.53;2.32;30.47;HBEFA3/HDV;0.00;2939.38;truck98;30322208#2_0;69.39;22.57;!truck98!var#1;4.90;truck_truck;0.00;16.370414;48.209494
3714.00;0.00;0.00;0.00;0.00;0.00;73.05;HBEFA3/PC_G_EU4;0.00;0.00;veh195;25950172#1_0;56.48;22.20;!veh195!var#1;5.01;veh_passenger;0.00;16.370471;48.210231
3714.00;0.00;0.00;0.00;0.00;0.00;164.46;HBEFA3/PC_G_EU4;0.00;0.00;veh203;27497426_0;54.86;8.73;!veh203!var#1;1.37;veh_passenger;0.00;16.367352;48.206880
3714.00;126.18;2548.43;0.63;1.11;0.05;82.93;HBEFA3/PC_G_EU4;0.00;812.88;veh205;:3553717000_0_0;58.15;0.46;!veh205!var#1;2.21;veh_passenger;0.00;16.367455;48.206840
3715.00;20.76;6349.48;4.98;67.07;2.09;201.86;HBEFA3/Bus;0.00;2007.83;bus62;25950770_0;68.41;22.04;!bus62!var#1;1.30;bus_bus;0.00;16.375881;48.210558
3715.00;74.16;1857.67;0.29;0.47;0.08;43.18;HBEFA3/LDV_G_EU6;0.00;592.58;motorcycle60;:1945672227_0_0;59.29;0.38;!motorcycle60!var#1;5.86;motorcycle_motorcycle;0.00;16.374276;48.210215
3715.00;147.16;1503.76;0.54;0.38;0.14;67.04;HBEFA3/LDV_G_EU6;0.00;479.71;motorcycle61;4997564#1_0;58.02;3.44;!motorcycle61!var#1;1.72;motorcycle_motorcycle;0.00;16.367555;48.206867
3715.00;37.78;28222.49;0.00;238.95;4.53;157.89;HBEFA3/HDV;0.00;8878.08;truck100;4998700#0_0;77.19;13.54;!truck100!var#1;7.53;truck_truck;0.00;16.363289;48.209549
3715.00;21.28;13238.81;0.00;124.17;2.77;335.39;HBEFA3/HDV;0.00;4164.48;truck101;571594915#0_0;71.50;41.04;!truck101!var#1;5.57;truck_truck;0.00;16.364610;48.211305
3715.00;24.18;16042.84;0.00;142.79;3.04;242.96;HBEFA3/HDV;0.00;5046.53;truck102;:cluster_17322929_1828819399_3653702784_9_0;73.20;0.45;!truck102!var#1;8.40;truck_truck;0.00;16.362188;48.209924
3715.00;21.22;13164.05;0.00;124.00;2.77;5.25;HBEFA3/HDV;0.00;4140.97;truck98;:33196571_0_0;71.44;2.06;!truck98!var#1;5.21;truck_truck;0.00;16.370415;48.209541
3715.00;0.00;0.00;0.00;0.00;0.00;81.90;HBEFA3/PC_G_EU4;0.00;0.00;veh195;:32665895_2_0;55.64;1.31;!veh195!var#1;4.41;veh_passenger;0.00;16.370530;48.210235
3715.00;132.52;2932.04;0.67;1.29;0.06;162.78;HBEFA3/PC_G_EU4;0.00;935.23;veh203;:17322927_1_0;60.98;1.03;!veh203!var#1;2.31;veh_passenger;0.00;16.367361;48.206860
