timestep_time;vehicle_CO;vehicle_CO2;vehicle_HC;vehicle_NOx;vehicle_PMx;vehicle_angle;vehicle_eclass;vehicle_electricity;vehicle_fuel;vehicle_id;vehicle_lane;vehicle_noise;vehicle_pos;vehicle_route;vehicle_speed;vehicle_type;vehicle_waiting;vehicle_x;vehicle_y
0.00;20.17;5286.11;4.85;60.75;2.01;318.30;HBEFA3/Bus;0.00;1671.11;bus0;30322208#4_0;67.11;0.20;!bus0!var#1;0.00;bus_bus;0.00;16.370189;48.209733
0.00;179.19;1228.61;0.64;0.31;0.17;161.05;HBEFA3/LDV_G_EU6;0.00;391.94;motorcycle0;349522268#0_0;55.94;2.30;!motorcycle0!var#1;0.00;motorcycle_motorcycle;0.00;16.367805;48.206010
1.00;21.08;6331.94;4.98;67.60;2.11;318.95;HBEFA3/Bus;0.00;2002.17;bus0;:1086399425_0_0;70.82;0.62;!bus0!var#1;0.62;bus_bus;0.00;16.370184;48.209738
1.00;236.65;4309.94;0.97;0.93;0.31;161.05;HBEFA3/LDV_G_EU6;0.00;1374.87;motorcycle0;349522268#0_0;71.78;5.61;!motorcycle0!var#1;3.31;motorcycle_motorcycle;0.00;16.367819;48.205982
2.00;22.85;8209.13;5.23;80.19;2.31;320.47;HBEFA3/Bus;0.00;2596.33;bus0;:1086399425_0_0;72.25;2.05;!bus0!var#1;1.43;bus_bus;0.00;16.370175;48.209749
2.00;284.52;6713.96;1.24;1.42;0.42;119.99;HBEFA3/LDV_G_EU6;0.00;2141.73;motorcycle0;:33182899_1_0;71.87;3.89;!motorcycle0!var#1;6.35;motorcycle_motorcycle;0.00;16.367864;48.205938
3.00;26.74;12066.53;5.72;106.58;2.75;323.20;HBEFA3/Bus;0.00;3817.19;bus0;:1086399425_0_0;74.59;4.63;!bus0!var#1;2.58;bus_bus;0.00;16.370157;48.209769
3.00;0.00;0.00;0.00;0.00;0.00;53.78;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle0;349830565_0;59.17;0.64;!motorcycle0!var#1;6.34;motorcycle_motorcycle;0.00;16.367939;48.205963
4.00;27.31;12939.11;5.83;111.93;2.82;326.87;HBEFA3/Bus;0.00;4093.47;bus0;:1086399425_0_0;73.69;8.11;!bus0!var#1;3.48;bus_bus;0.00;16.370133;48.209796
4.00;0.00;0.00;0.00;0.00;0.00;49.94;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle0;349830565_0;57.54;6.60;!motorcycle0!var#1;5.96;motorcycle_motorcycle;0.00;16.368001;48.205996
5.00;31.72;17229.30;6.39;141.42;3.31;328.56;HBEFA3/Bus;0.00;5451.28;bus0;9226410_0;75.45;2.61;!bus0!var#1;4.60;bus_bus;0.00;16.370102;48.209832
5.00;86.17;2302.43;0.36;0.56;0.10;43.02;HBEFA3/LDV_G_EU6;0.00;734.46;motorcycle0;349830565_0;60.50;12.90;!motorcycle0!var#1;6.31;motorcycle_motorcycle;0.00;16.368065;48.206034
6.00;29.79;15890.45;6.21;131.12;3.12;328.55;HBEFA3/Bus;0.00;5027.73;bus0;9226410_0;73.97;7.99;!bus0!var#1;5.38;bus_bus;0.00;16.370065;48.209873
6.00;0.00;0.00;0.00;0.00;0.00;41.11;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle0;349830565_0;58.69;19.10;!motorcycle0!var#1;6.19;motorcycle_motorcycle;0.00;16.368122;48.206074
7.00;21.63;8842.33;5.29;80.82;2.24;328.55;HBEFA3/Bus;0.00;2797.38;bus0;9226410_0;70.17;13.41;!bus0!var#1;5.42;bus_bus;0.00;16.370028;48.209916
7.00;287.43;7623.23;1.29;1.61;0.45;40.17;HBEFA3/LDV_G_EU6;0.00;2431.78;motorcycle0;349830565_0;70.70;27.81;!motorcycle0!var#1;8.72;motorcycle_motorcycle;0.00;16.368199;48.206133
8.00;21.63;8863.80;5.29;80.93;2.24;328.55;HBEFA3/Bus;0.00;2804.18;bus0;9226410_0;70.19;18.88;!bus0!var#1;5.47;bus_bus;0.00;16.369991;48.209958
8.00;0.00;0.00;0.00;0.00;0.00;33.48;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle0;:3556230392_0_0;56.69;0.20;!motorcycle0!var#1;7.58;motorcycle_motorcycle;0.00;16.368258;48.206189
9.00;0.00;0.00;0.00;0.00;0.00;328.55;HBEFA3/Bus;0.00;0.00;bus0;9226410_0;68.14;24.01;!bus0!var#1;5.14;bus_bus;0.00;16.369956;48.209998
9.00;0.00;0.00;0.00;0.00;0.00;33.89;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle0;:3556230392_0_0;53.96;6.21;!motorcycle0!var#1;6.01;motorcycle_motorcycle;0.00;16.368305;48.206233
10.00;21.23;8381.93;5.23;77.80;2.19;328.55;HBEFA3/Bus;0.00;2651.64;bus0;9226410_0;69.85;29.17;!bus0!var#1;5.15;bus_bus;0.00;16.369921;48.210038
10.00;0.00;0.00;0.00;0.00;0.00;34.01;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle0;349522275#1_0;58.48;4.91;!motorcycle0!var#1;5.89;motorcycle_motorcycle;0.00;16.368350;48.206277
11.00;21.19;8355.25;5.23;77.60;2.19;343.55;HBEFA3/Bus;0.00;2643.20;bus0;:cluster_33182892_33196509_2_0;69.83;2.74;!bus0!var#1;5.16;bus_bus;0.00;16.369928;48.210080
11.00;301.35;7888.46;1.35;1.66;0.47;34.01;HBEFA3/LDV_G_EU6;0.00;2516.38;motorcycle0;349522275#1_0;71.34;13.50;!motorcycle0!var#1;8.58;motorcycle_motorcycle;0.00;16.368416;48.206340
12.00;0.00;0.00;0.00;0.00;0.00;19.19;HBEFA3/Bus;0.00;0.00;bus0;:cluster_33182892_33196509_2_0;68.69;7.71;!bus0!var#1;4.97;bus_bus;0.00;16.369980;48.210108
12.00;0.00;0.00;0.00;0.00;0.00;34.01;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle0;349522275#1_0;55.51;20.62;!motorcycle0!var#1;7.13;motorcycle_motorcycle;0.00;16.368471;48.206392
13.00;27.39;13867.99;5.95;116.56;2.86;52.73;HBEFA3/Bus;0.00;4387.75;bus0;:cluster_33182892_33196509_2_0;72.81;13.22;!bus0!var#1;5.51;bus_bus;0.00;16.370046;48.210130
13.00;192.09;5509.35;0.87;1.20;0.29;34.01;HBEFA3/LDV_G_EU6;0.00;1757.45;motorcycle0;349522275#1_0;66.75;29.34;!motorcycle0!var#1;8.71;motorcycle_motorcycle;0.00;16.368539;48.206457
14.00;19.91;7352.86;5.09;70.21;2.06;63.01;HBEFA3/Bus;0.00;2326.04;bus0;:cluster_33182892_33196509_2_0;69.40;18.63;!bus0!var#1;5.41;bus_bus;0.00;16.370113;48.210149
14.00;0.00;0.00;0.00;0.00;0.00;34.01;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle0;349522275#1_0;57.95;37.27;!motorcycle0!var#1;7.94;motorcycle_motorcycle;0.00;16.368600;48.206515
15.00;0.00;0.00;0.00;0.00;0.00;66.45;HBEFA3/Bus;0.00;0.00;bus0;:cluster_33182892_33196509_2_0;68.70;23.81;!bus0!var#1;5.19;bus_bus;0.00;16.370179;48.210166
15.00;84.80;3047.16;0.38;0.72;0.12;34.01;HBEFA3/LDV_G_EU6;0.00;972.01;motorcycle0;349522275#1_0;62.43;45.72;!motorcycle0!var#1;8.45;motorcycle_motorcycle;0.00;16.368665;48.206577
16.00;23.44;10398.88;5.49;91.95;2.43;68.58;HBEFA3/Bus;0.00;3289.94;bus0;25950172#1_0;70.98;4.66;!bus0!var#1;5.39;bus_bus;0.00;16.370247;48.210182
16.00;0.00;0.00;0.00;0.00;0.00;22.49;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle0;349522275#1_0;58.94;53.73;!motorcycle0!var#1;8.01;motorcycle_motorcycle;0.00;16.368722;48.206638
17.00;19.35;6792.09;5.02;66.38;1.99;69.36;HBEFA3/Bus;0.00;2148.55;bus0;25950172#1_0;69.03;9.89;!bus0!var#1;5.23;bus_bus;0.00;16.370313;48.210198
17.00;0.00;0.00;0.00;0.00;0.00;25.23;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle0;349522275#1_0;54.96;60.31;!motorcycle0!var#1;6.58;motorcycle_motorcycle;0.00;16.368756;48.206692
18.00;23.47;10443.59;5.50;92.22;2.44;69.70;HBEFA3/Bus;0.00;3304.10;bus0;25950172#1_0;71.01;15.33;!bus0!var#1;5.44;bus_bus;0.00;16.370383;48.210214
18.00;248.46;6761.05;1.12;1.44;0.38;36.42;HBEFA3/LDV_G_EU6;0.00;2156.74;motorcycle0;349522275#1_0;69.06;69.03;!motorcycle0!var#1;8.72;motorcycle_motorcycle;0.00;16.368828;48.206755
19.00;0.00;0.00;0.00;0.00;0.00;70.78;HBEFA3/Bus;0.00;0.00;bus0;25950172#1_0;67.35;20.30;!bus0!var#1;4.97;bus_bus;0.00;16.370447;48.210227
19.00;0.00;0.00;0.00;0.00;0.00;36.42;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle0;349522275#1_0;47.90;73.64;!motorcycle0!var#1;4.61;motorcycle_motorcycle;0.00;16.368865;48.206788
20.00;21.37;8438.05;5.24;78.35;2.21;74.45;HBEFA3/Bus;0.00;2669.37;bus0;25950172#1_0;69.83;25.30;!bus0!var#1;5.00;bus_bus;0.00;16.370513;48.210235
20.00;461.44;11508.98;2.07;2.37;0.72;32.32;HBEFA3/LDV_G_EU6;0.00;3671.33;motorcycle0;:33182911_1_0;78.03;8.00;!motorcycle0!var#1;8.81;motorcycle_motorcycle;0.00;16.368935;48.206852
21.00;26.94;13479.25;5.90;113.80;2.81;86.82;HBEFA3/Bus;0.00;4264.74;bus0;:32665895_2_0;72.61;5.50;!bus0!var#1;5.51;bus_bus;0.00;16.370584;48.210227
21.00;0.00;0.00;0.00;0.00;0.00;30.81;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle0;31247165_0;51.60;2.89;!motorcycle0!var#1;5.94;motorcycle_motorcycle;0.00;16.368977;48.206897
22.00;33.51;19550.03;6.69;156.19;3.53;119.05;HBEFA3/Bus;0.00;6185.97;bus0;4952816#0_0;75.28;5.62;!bus0!var#1;6.42;bus_bus;0.00;16.370642;48.210184
22.00;0.00;0.00;0.00;0.00;0.00;357.76;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle0;:33182912_3_0;58.32;4.22;!motorcycle0!var#1;5.80;motorcycle_motorcycle;0.00;16.368997;48.206946
23.00;40.14;25783.22;7.50;199.49;4.26;131.23;HBEFA3/Bus;0.00;8158.65;bus0;4952816#0_0;77.33;13.22;!bus0!var#1;7.60;bus_bus;0.00;16.370722;48.210142
23.00;132.14;3509.41;0.57;0.80;0.18;302.24;HBEFA3/LDV_G_EU6;0.00;1119.48;motorcycle0;4997582#0_0;63.33;0.61;!motorcycle0!var#1;6.79;motorcycle_motorcycle;0.00;16.368934;48.206987
24.00;33.59;20410.35;6.79;160.50;3.57;122.13;HBEFA3/Bus;0.00;6458.54;bus0;4952816#0_0;75.19;21.51;!bus0!var#1;8.30;bus_bus;0.00;16.370815;48.210101
24.00;192.18;5410.46;0.86;1.18;0.29;301.51;HBEFA3/LDV_G_EU6;0.00;1725.90;motorcycle0;4997582#0_0;66.70;9.01;!motorcycle0!var#1;8.40;motorcycle_motorcycle;0.00;16.368838;48.207027
25.00;0.00;0.00;0.00;0.00;0.00;122.77;HBEFA3/Bus;0.00;0.00;bus0;4952816#0_0;70.61;29.56;!bus0!var#1;8.05;bus_bus;0.00;16.370905;48.210060
25.00;0.00;0.00;0.00;0.00;0.00;301.51;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle0;4997582#0_0;52.89;15.20;!motorcycle0!var#1;6.19;motorcycle_motorcycle;0.00;16.368768;48.207057
26.00;23.08;11247.99;5.59;95.32;2.44;123.15;HBEFA3/Bus;0.00;3559.10;bus0;4952816#0_0;72.14;37.70;!bus0!var#1;8.14;bus_bus;0.00;16.370995;48.210019
26.00;255.14;6817.53;1.14;1.45;0.39;301.51;HBEFA3/LDV_G_EU6;0.00;2174.76;motorcycle0;4997582#0_0;69.40;23.64;!motorcycle0!var#1;8.44;motorcycle_motorcycle;0.00;16.368672;48.207098
27.00;23.39;11557.30;5.63;97.43;2.47;123.15;HBEFA3/Bus;0.00;3657.00;bus0;4952816#0_0;72.29;45.94;!bus0!var#1;8.24;bus_bus;0.00;16.371087;48.209978
27.00;0.00;0.00;0.00;0.00;0.00;301.51;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle0;4997582#0_0;57.95;31.37;!motorcycle0!var#1;7.73;motorcycle_motorcycle;0.00;16.368584;48.207135
28.00;18.51;7261.15;5.07;66.98;1.94;123.15;HBEFA3/Bus;0.00;2297.46;bus0;4952816#0_0;70.88;54.00;!bus0!var#1;8.06;bus_bus;0.00;16.371177;48.209937
28.00;0.00;0.00;0.00;0.00;0.00;301.51;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle0;4997582#0_0;57.09;38.33;!motorcycle0!var#1;6.96;motorcycle_motorcycle;0.00;16.368505;48.207169
29.00;24.37;12397.07;5.74;103.44;2.58;122.96;HBEFA3/Bus;0.00;3922.74;bus0;:68963118_1_0;72.54;6.65;!bus0!var#1;8.22;bus_bus;0.00;16.371269;48.209896
29.00;100.72;3111.72;0.44;0.73;0.14;301.51;HBEFA3/LDV_G_EU6;0.00;992.61;motorcycle0;4997582#0_0;62.41;45.94;!motorcycle0!var#1;7.61;motorcycle_motorcycle;0.00;16.368419;48.207206
30.00;0.00;0.00;0.00;0.00;0.00;122.71;HBEFA3/Bus;0.00;0.00;bus0;4952816#1_0;69.94;3.65;!bus0!var#1;7.85;bus_bus;0.00;16.371357;48.209857
30.00;0.00;0.00;0.00;0.00;0.00;311.78;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle0;:33182906_3_0;58.55;7.03;!motorcycle0!var#1;7.24;motorcycle_motorcycle;0.00;16.368344;48.207247
31.00;23.40;11449.55;5.62;96.94;2.47;122.49;HBEFA3/Bus;0.00;3622.85;bus0;4952816#1_0;72.13;11.60;!bus0!var#1;7.96;bus_bus;0.00;16.371446;48.209817
31.00;0.00;0.00;0.00;0.00;0.00;315.65;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle0;:33182906_3_0;55.90;13.31;!motorcycle0!var#1;6.28;motorcycle_motorcycle;0.00;16.368286;48.207288
32.00;24.06;12084.44;5.70;101.32;2.54;122.48;HBEFA3/Bus;0.00;3823.78;bus0;4952816#1_0;72.40;19.71;!bus0!var#1;8.10;bus_bus;0.00;16.371537;48.209777
32.00;149.03;4132.78;0.66;0.93;0.21;314.68;HBEFA3/LDV_G_EU6;0.00;1318.33;motorcycle0;4997582#1_0;64.51;6.06;!motorcycle0!var#1;7.47;motorcycle_motorcycle;0.00;16.368216;48.207336
33.00;0.00;0.00;0.00;0.00;0.00;122.52;HBEFA3/Bus;0.00;0.00;bus0;:33196575_1_0;70.13;1.02;!bus0!var#1;7.79;bus_bus;0.00;16.371624;48.209738
33.00;151.41;4588.47;0.68;1.02;0.23;314.68;HBEFA3/LDV_G_EU6;0.00;1463.69;motorcycle0;4997582#1_0;65.11;14.71;!motorcycle0!var#1;8.65;motorcycle_motorcycle;0.00;16.368134;48.207392
34.00;26.27;13975.60;5.95;114.84;2.78;122.88;HBEFA3/Bus;0.00;4422.23;bus0;:33196575_1_0;73.00;9.09;!bus0!var#1;8.07;bus_bus;0.00;16.371714;48.209698
34.00;0.00;0.00;0.00;0.00;0.00;314.75;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle0;:283097494_0_0;53.68;0.87;!motorcycle0!var#1;6.59;motorcycle_motorcycle;0.00;16.368072;48.207434
35.00;21.01;9409.83;5.35;82.32;2.21;119.35;HBEFA3/Bus;0.00;2977.40;bus0;1116876278_0;71.52;5.81;!bus0!var#1;8.03;bus_bus;0.00;16.371808;48.209663
35.00;0.00;0.00;0.00;0.00;0.00;314.85;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle0;:283097494_0_0;57.48;7.02;!motorcycle0!var#1;6.15;motorcycle_motorcycle;0.00;16.368015;48.207474
35.00;164.78;2624.72;0.81;1.20;0.07;127.00;HBEFA3/PC_G_EU4;0.00;837.22;veh2;4952861#2_0;55.94;5.10;!veh2!var#1;0.00;veh_passenger;0.00;16.372554;48.210949
36.00;0.00;0.00;0.00;0.00;0.00;95.95;HBEFA3/Bus;0.00;0.00;bus0;:68963961_1_0;68.22;4.95;!bus0!var#1;7.33;bus_bus;0.00;16.371902;48.209668
36.00;290.40;7684.69;1.31;1.62;0.45;313.55;HBEFA3/LDV_G_EU6;0.00;2451.38;motorcycle0;4997582#2_0;70.83;4.87;!motorcycle0!var#1;8.70;motorcycle_motorcycle;0.00;16.367933;48.207530
36.00;151.56;4039.82;0.79;1.80;0.09;127.00;HBEFA3/PC_G_EU4;0.00;1288.55;veh2;4952861#2_0;68.14;7.65;!veh2!var#1;2.55;veh_passenger;0.00;16.372581;48.210935
37.00;25.28;12913.49;5.81;107.76;2.66;62.65;HBEFA3/Bus;0.00;4086.05;bus0;694681348#0_0;72.50;6.83;!bus0!var#1;7.57;bus_bus;0.00;16.371988;48.209705
37.00;0.00;0.00;0.00;0.00;0.00;308.83;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle0;4997582#2_0;55.18;11.97;!motorcycle0!var#1;7.10;motorcycle_motorcycle;0.00;16.367860;48.207571
37.00;137.48;4925.09;0.74;2.16;0.10;127.00;HBEFA3/PC_G_EU4;0.00;1570.90;veh2;4952861#2_0;67.57;12.41;!veh2!var#1;4.76;veh_passenger;0.00;16.372631;48.210909
38.00;33.00;19876.03;6.72;156.75;3.50;56.35;HBEFA3/Bus;0.00;6289.44;bus0;694681348#0_0;75.01;15.06;!bus0!var#1;8.23;bus_bus;0.00;16.372081;48.209745
38.00;0.00;0.00;0.00;0.00;0.00;346.16;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle0;:33182908_0_0;57.68;5.73;!motorcycle0!var#1;6.62;motorcycle_motorcycle;0.00;16.367810;48.207616
38.00;141.62;6614.44;0.80;2.89;0.14;127.00;HBEFA3/PC_G_EU4;0.00;2109.70;veh2;4952861#2_0;69.53;19.58;!veh2!var#1;7.17;veh_passenger;0.00;16.372707;48.210869
39.00;0.00;0.00;0.00;0.00;0.00;56.30;HBEFA3/Bus;0.00;0.00;bus0;694681348#1_0;69.41;2.54;!bus0!var#1;7.75;bus_bus;0.00;16.372169;48.209782
39.00;0.00;0.00;0.00;0.00;0.00;30.77;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle0;9226260_0;54.97;2.27;!motorcycle0!var#1;5.57;motorcycle_motorcycle;0.00;16.367840;48.207661
39.00;73.49;3744.56;0.42;1.52;0.06;127.00;HBEFA3/PC_G_EU4;0.00;1194.36;veh2;4952861#2_0;63.22;27.55;!veh2!var#1;7.97;veh_passenger;0.00;16.372792;48.210825
40.00;22.13;10277.16;5.47;88.74;2.33;56.31;HBEFA3/Bus;0.00;3251.82;bus0;694681348#1_0;71.67;10.32;!bus0!var#1;7.79;bus_bus;0.00;16.372257;48.209820
40.00;347.99;8957.39;1.56;1.87;0.54;30.77;HBEFA3/LDV_G_EU6;0.00;2857.37;motorcycle0;9226260_0;73.29;10.96;!motorcycle0!var#1;8.69;motorcycle_motorcycle;0.00;16.367901;48.207727
40.00;0.00;0.00;0.00;0.00;0.00;126.76;HBEFA3/PC_G_EU4;0.00;0.00;veh2;:1846759618_1_0;59.38;2.91;!veh2!var#1;7.74;veh_passenger;0.00;16.372874;48.210782
41.00;21.50;9735.10;5.39;84.88;2.26;56.67;HBEFA3/Bus;0.00;3080.29;bus0;694681348#1_0;71.50;18.11;!bus0!var#1;7.78;bus_bus;0.00;16.372346;48.209857
41.00;0.00;0.00;0.00;0.00;0.00;31.62;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle0;9226260_0;57.05;18.63;!motorcycle0!var#1;7.67;motorcycle_motorcycle;0.00;16.367957;48.207785
41.00;0.00;0.00;0.00;0.00;0.00;127.18;HBEFA3/PC_G_EU4;0.00;0.00;veh2;:309204901_6_0;58.77;3.00;!veh2!var#1;7.40;veh_passenger;0.00;16.372952;48.210741
42.00;22.18;10337.35;5.47;89.14;2.33;57.30;HBEFA3/Bus;0.00;3270.87;bus0;694681348#1_0;71.71;25.93;!bus0!var#1;7.82;bus_bus;0.00;16.372436;48.209894
42.00;0.00;0.00;0.00;0.00;0.00;31.05;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle0;9226260_0;55.60;25.14;!motorcycle0!var#1;6.52;motorcycle_motorcycle;0.00;16.368003;48.207835
42.00;69.18;3612.76;0.40;1.45;0.06;127.79;HBEFA3/PC_G_EU4;0.00;1152.32;veh2;:309204901_6_0;63.01;11.11;!veh2!var#1;8.12;veh_passenger;0.00;16.373037;48.210696
43.00;29.31;16697.33;6.30;134.05;3.11;56.22;HBEFA3/Bus;0.00;5283.55;bus0;694681348#1_0;73.94;34.20;!bus0!var#1;8.27;bus_bus;0.00;16.372529;48.209935
43.00;0.00;0.00;0.00;0.00;0.00;31.05;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle0;9226260_0;57.69;31.28;!motorcycle0!var#1;6.14;motorcycle_motorcycle;0.00;16.368047;48.207882
43.00;0.00;0.00;0.00;0.00;0.00;129.17;HBEFA3/PC_G_EU4;0.00;0.00;veh2;165778776_0;57.11;4.24;!veh2!var#1;7.26;veh_passenger;0.00;16.373112;48.210654
44.00;0.00;0.00;0.00;0.00;0.00;53.41;HBEFA3/Bus;0.00;0.00;bus0;694681348#1_0;70.37;42.18;!bus0!var#1;7.98;bus_bus;0.00;16.372616;48.209977
44.00;201.62;5448.12;0.90;1.19;0.30;31.05;HBEFA3/LDV_G_EU6;0.00;1737.92;motorcycle0;9226260_0;67.05;39.18;!motorcycle0!var#1;7.89;motorcycle_motorcycle;0.00;16.368104;48.207942
44.00;51.64;2375.48;0.29;0.89;0.03;129.41;HBEFA3/PC_G_EU4;0.00;757.69;veh2;165778776_0;60.44;11.64;!veh2!var#1;7.41;veh_passenger;0.00;16.373188;48.210611
45.00;27.72;15341.81;6.13;124.33;2.94;53.06;HBEFA3/Bus;0.00;4854.61;bus0;694681348#1_0;73.51;50.50;!bus0!var#1;8.33;bus_bus;0.00;16.372706;48.210021
45.00;94.33;3276.65;0.43;0.77;0.14;31.05;HBEFA3/LDV_G_EU6;0.00;1045.22;motorcycle0;9226260_0;62.83;47.68;!motorcycle0!var#1;8.51;motorcycle_motorcycle;0.00;16.368165;48.208007
45.00;74.13;3929.55;0.43;1.60;0.06;129.41;HBEFA3/PC_G_EU4;0.00;1253.36;veh2;165778776_0;63.61;19.90;!veh2!var#1;8.26;veh_passenger;0.00;16.373273;48.210562
46.00;18.44;7235.69;5.07;66.71;1.94;53.05;HBEFA3/Bus;0.00;2289.42;bus0;:3308035582_0_0;70.93;4.99;!bus0!var#1;8.14;bus_bus;0.00;16.372795;48.210064
46.00;0.00;0.00;0.00;0.00;0.00;31.05;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle0;9226260_0;53.69;54.19;!motorcycle0!var#1;6.51;motorcycle_motorcycle;0.00;16.368211;48.208056
46.00;30.60;1724.08;0.18;0.56;0.01;129.41;HBEFA3/PC_G_EU4;0.00;549.93;veh2;:32666355_4_0;59.83;0.02;!veh2!var#1;8.09;veh_passenger;0.00;16.373356;48.210515
47.00;23.48;11644.10;5.64;98.04;2.48;53.08;HBEFA3/Bus;0.00;3684.47;bus0;694681348#2_0;72.32;8.24;!bus0!var#1;8.25;bus_bus;0.00;16.372885;48.210107
47.00;115.15;3323.32;0.50;0.77;0.16;31.05;HBEFA3/LDV_G_EU6;0.00;1060.11;motorcycle0;9226260_0;62.84;61.50;!motorcycle0!var#1;7.30;motorcycle_motorcycle;0.00;16.368263;48.208112
47.00;0.00;0.00;0.00;0.00;0.00;127.86;HBEFA3/PC_G_EU4;0.00;0.00;veh2;:32666355_4_0;59.23;7.82;!veh2!var#1;7.79;veh_passenger;0.00;16.373437;48.210471
48.00;18.25;7028.28;5.04;65.32;1.92;52.95;HBEFA3/Bus;0.00;2223.76;bus0;:68962715_0_0;70.81;4.18;!bus0!var#1;8.05;bus_bus;0.00;16.372973;48.210150
48.00;71.12;2458.44;0.31;0.60;0.09;31.05;HBEFA3/LDV_G_EU6;0.00;784.21;motorcycle0;9226260_0;61.16;69.11;!motorcycle0!var#1;7.61;motorcycle_motorcycle;0.00;16.368318;48.208170
48.00;0.00;0.00;0.00;0.00;0.00;126.52;HBEFA3/PC_G_EU4;0.00;0.00;veh2;4952862_0;59.02;4.40;!veh2!var#1;7.51;veh_passenger;0.00;16.373517;48.210430
49.00;22.63;10847.37;5.54;92.49;2.39;49.75;HBEFA3/Bus;0.00;3432.32;bus0;694681348#3_0;72.01;2.16;!bus0!var#1;8.11;bus_bus;0.00;16.373056;48.210198
49.00;87.58;3005.10;0.39;0.71;0.12;31.05;HBEFA3/LDV_G_EU6;0.00;958.60;motorcycle0;9226260_0;62.29;77.25;!motorcycle0!var#1;8.14;motorcycle_motorcycle;0.00;16.368376;48.208232
49.00;44.03;2047.46;0.24;0.73;0.02;126.34;HBEFA3/PC_G_EU4;0.00;653.07;veh2;4952862_0;59.89;11.89;!veh2!var#1;7.48;veh_passenger;0.00;16.373597;48.210389
50.00;0.00;0.00;0.00;0.00;0.00;44.90;HBEFA3/Bus;0.00;0.00;bus0;:559267437_3_0;69.82;6.16;!bus0!var#1;7.73;bus_bus;0.00;16.373128;48.210247
50.00;0.00;0.00;0.00;0.00;0.00;31.05;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle0;9226260_0;55.39;84.04;!motorcycle0!var#1;6.79;motorcycle_motorcycle;0.00;16.368424;48.208284
50.00;0.00;0.00;0.00;0.00;0.00;126.34;HBEFA3/PC_G_EU4;0.00;0.00;veh2;4952862_0;55.29;18.19;!veh2!var#1;6.30;veh_passenger;0.00;16.373665;48.210354
51.00;24.24;12146.72;5.71;101.97;2.56;38.65;HBEFA3/Bus;0.00;3843.46;bus0;694681348#4_0;72.34;7.28;!bus0!var#1;7.90;bus_bus;0.00;16.373195;48.210303
51.00;0.00;0.00;0.00;0.00;0.00;31.05;HBEFA3/LDV_G_EU6;0.00;0.00;motorcycle0;9226260_0;56.61;90.15;!motorcycle0!var#1;6.11;motorcycle_motorcycle;0.00;16.368468;48.208331
51.00;58.83;2061.50;0.31;0.77;0.02;125.74;HBEFA3/PC_G_EU4;0.00;657.56;veh2;:32666488_5_0;59.01;5.72;!veh2!var#1;6.27;veh_passenger;0.00;16.373732;48.210321
52.00;21.35;9640.08;5.38;84.11;2.25;37.65;HBEFA3/Bus;0.00;3050.24;bus0;694681348#4_0;71.51;15.17;!bus0!var#1;7.88;bus_bus;0.00;16.373261;48.210358
52.00;65.15;1769.87;0.26;0.46;0.07;32.21;HBEFA3/LDV_G_EU6;0.00;564.57;motorcycle0;9226260_0;59.18;96.29;!motorcycle0!var#1;6.14;motorcycle_motorcycle;0.00;16.368513;48.208377
52.00;0.00;0.00;0.00;0.00;0.00;125.74;HBEFA3/PC_G_EU4;0.00;0.00;veh2;:32666488_5_0;55.57;11.16;!veh2!var#1;5.44;veh_passenger;0.00;16.373791;48.210291
53.00;0.00;0.00;0.00;0.00;0.00;37.65;HBEFA3/Bus;0.00;0.00;bus0;694681348#4_0;70.44;22.83;!bus0!var#1;7.66;bus_bus;0.00;16.373326;48.210412
53.00;99.91;2764.34;0.42;0.66;0.13;32.21;HBEFA3/LDV_G_EU6;0.00;881.80;motorcycle0;9226260_0;61.62;103.00;!motorcycle0!var#1;6.71;motorcycle_motorcycle;0.00;16.368562;48.208427
