timestep_time;vehicle_angle;vehicle_id;vehicle_lane;vehicle_pos;vehicle_slope;vehicle_speed;vehicle_type;vehicle_x;vehicle_y
829.00;37.65;bus10;694681348#4_0;24.33;0.00;6.63;bus_bus;16.373338;48.210422
829.00;209.81;bus11;9226587#0_0;59.53;0.00;8.28;bus_bus;16.371517;48.210194
829.00;309.41;bus12;-165778776_0;12.96;0.00;7.84;bus_bus;16.373251;48.210613
829.00;76.52;bus13;:17322926_1_0;4.87;0.00;5.01;bus_bus;16.366735;48.207774
829.00;207.63;bus14;4998710_0;93.33;0.00;7.73;bus_bus;16.365683;48.210476
829.00;125.88;bus9;:32666488_5_0;9.04;0.00;6.78;bus_bus;16.373768;48.210303
829.00;122.15;motorcycle9;26565523#0_0;21.39;0.00;1.89;motorcycle_motorcycle;16.375245;48.209494
829.00;125.18;truck13;745742180_0;24.61;0.00;4.77;truck_truck;16.374061;48.210159
829.00;53.07;truck18;:68962715_0_0;2.03;0.00;2.14;truck_truck;16.372950;48.210139
829.00;284.48;truck19;:33196433_1_0;8.25;0.00;5.25;truck_truck;16.364807;48.210899
829.00;218.38;truck21;190494839#5_0;29.56;0.00;7.86;truck_truck;16.367717;48.211421
829.00;147.82;veh30;947169050_0;8.83;0.00;7.07;veh_passenger;16.362903;48.208732
829.00;53.06;veh34;694681348#2_0;2.18;0.00;0.74;veh_passenger;16.372819;48.210076
829.00;45.62;veh37;4998699_0;4.04;0.00;5.00;veh_passenger;16.369452;48.209096
829.00;217.36;veh40;:33196450_1_0;5.44;0.00;6.53;veh_passenger;16.362833;48.208877
829.00;301.51;veh45;4997582#0_0;8.23;0.00;8.04;veh_passenger;16.368847;48.207023
829.00;51.93;veh46;1213571088_0;48.02;0.00;9.31;veh_passenger;16.375132;48.205424
830.00;40.95;bus10;:32666355_2_0;3.10;0.00;6.35;bus_bus;16.373398;48.210462
830.00;209.78;bus11;9226587#1_0;0.00;0.00;7.87;bus_bus;16.371463;48.210134
830.00;309.41;bus12;-165778776_0;21.26;0.00;8.30;bus_bus;16.373166;48.210661
830.00;101.27;bus13;4583443_0;2.37;0.00;5.11;bus_bus;16.366785;48.207743
830.00;208.29;bus14;:33196426_0_0;4.86;0.00;8.29;bus_bus;16.365628;48.210411
830.00;125.60;bus9;745742180_0;2.83;0.00;5.22;bus_bus;16.373824;48.210275
830.00;122.15;motorcycle9;26565523#0_0;23.82;0.00;2.43;motorcycle_motorcycle;16.375272;48.209482
830.00;123.19;truck13;:cluster_12218710644_32665502_7_0;0.82;0.00;4.74;truck_truck;16.374114;48.210136
830.00;52.54;truck18;:68962715_0_0;5.35;0.00;3.32;truck_truck;16.372985;48.210157
830.00;241.15;truck19;455386120_0;4.66;0.00;5.44;truck_truck;16.364743;48.210875
830.00;218.38;truck21;190494839#5_0;37.46;0.00;7.90;truck_truck;16.367650;48.211366
830.00;147.82;veh30;947169050_0;15.12;0.00;6.30;veh_passenger;16.362946;48.208684
830.00;53.08;veh34;694681348#2_0;3.63;0.00;1.44;veh_passenger;16.372835;48.210083
830.00;45.37;veh37;4998699_0;8.83;0.00;4.79;veh_passenger;16.369499;48.209126
830.00;168.43;veh40;:33196450_1_0;13.08;0.00;7.63;veh_passenger;16.362834;48.208812
830.00;301.51;veh45;4997582#0_0;16.26;0.00;8.02;veh_passenger;16.368756;48.207062
830.00;51.93;veh46;1213571088_0;56.59;0.00;8.57;veh_passenger;16.375224;48.205470
831.00;73.99;bus10;4952862_0;0.55;0.00;6.33;bus_bus;16.373476;48.210451
831.00;209.77;bus11;9226587#1_0;8.29;0.00;8.29;bus_bus;16.371406;48.210070
831.00;309.41;bus12;-165778776_0;26.54;0.00;5.28;bus_bus;16.373112;48.210692
831.00;136.50;bus13;4583443_0;7.85;0.00;5.48;bus_bus;16.366822;48.207701
831.00;209.62;bus14;1211897198_0;2.96;0.00;7.81;bus_bus;16.365574;48.210351
831.00;125.37;bus9;745742180_0;7.83;0.00;5.00;bus_bus;16.373879;48.210248
831.00;122.15;motorcycle9;26565523#0_0;25.54;0.00;1.72;motorcycle_motorcycle;16.375291;48.209473
831.00;84.57;truck13;:cluster_12218710644_32665502_7_0;5.88;0.00;5.07;truck_truck;16.374176;48.210149
831.00;49.79;truck18;:68962715_0_0;9.41;0.00;4.06;truck_truck;16.373027;48.210180
831.00;238.29;truck19;455386120_0;10.09;0.00;5.43;truck_truck;16.364680;48.210850
831.00;218.62;truck21;:1838182003_0_0;2.52;0.00;8.11;truck_truck;16.367580;48.211310
831.00;147.82;veh30;947169050_0;22.31;0.00;7.18;veh_passenger;16.362996;48.208629
831.00;53.09;veh34;694681348#2_0;6.54;0.00;2.91;veh_passenger;16.372867;48.210099
831.00;42.89;veh37;4998699_0;13.48;0.00;4.65;veh_passenger;16.369542;48.209156
831.00;147.82;veh40;947169050_0;5.65;0.00;6.99;veh_passenger;16.362880;48.208757
831.00;301.51;veh45;4997582#0_0;23.87;0.00;7.61;veh_passenger;16.368670;48.207099
831.00;51.93;veh46;1213571088_0;66.38;0.00;9.80;veh_passenger;16.375329;48.205523
832.00;119.61;bus10;4952862_0;7.55;0.00;7.00;bus_bus;16.373551;48.210412
832.00;209.78;bus11;9226587#1_0;16.32;0.00;8.03;bus_bus;16.371350;48.210007
832.00;308.76;bus12;:309204901_4_0;4.84;0.00;6.27;bus_bus;16.373046;48.210728
832.00;150.74;bus13;4583443_0;13.37;0.00;5.52;bus_bus;16.366852;48.207656
832.00;210.47;bus14;1211897198_0;9.82;0.00;6.86;bus_bus;16.365525;48.210298
832.00;125.18;bus9;745742180_0;12.90;0.00;5.07;bus_bus;16.373934;48.210221
832.00;122.15;motorcycle9;26565523#0_0;27.88;0.00;2.34;motorcycle_motorcycle;16.375318;48.209462
832.00;49.61;truck13;30323046#0_0;1.41;0.00;4.87;truck_truck;16.374224;48.210179
832.00;47.37;truck18;:559267437_3_0;0.37;0.00;4.83;truck_truck;16.373075;48.210209
832.00;238.29;truck19;455386120_0;15.18;0.00;5.10;truck_truck;16.364621;48.210827
832.00;219.05;truck21;:1838182003_0_0;10.76;0.00;8.24;truck_truck;16.367509;48.211253
832.00;148.56;veh30;947169050_0;29.16;0.00;6.85;veh_passenger;16.363043;48.208576
832.00;53.09;veh34;694681348#2_0;10.58;0.00;4.04;veh_passenger;16.372911;48.210120
832.00;42.89;veh37;4998699_0;18.14;0.00;4.66;veh_passenger;16.369585;48.209186
832.00;147.82;veh40;947169050_0;13.49;0.00;7.84;veh_passenger;16.362935;48.208697
832.00;301.51;veh45;4997582#0_0;31.23;0.00;7.37;veh_passenger;16.368586;48.207135
832.00;56.75;veh46;:48210067_1_0;2.41;0.00;7.48;veh_passenger;16.375413;48.205560
833.00;126.34;bus10;4952862_0;14.53;0.00;6.98;bus_bus;16.373625;48.210374
833.00;209.78;bus11;9226587#1_0;22.30;0.00;5.98;bus_bus;16.371309;48.209961
833.00;307.79;bus12;:309204901_4_0;12.25;0.00;7.41;bus_bus;16.372969;48.210769
833.00;155.10;bus13;4583443_0;18.47;0.00;5.10;bus_bus;16.366880;48.207614
833.00;210.71;bus14;1272891358_0;4.57;0.00;5.23;bus_bus;16.365489;48.210259
833.00;125.18;bus9;745742180_0;18.29;0.00;5.39;bus_bus;16.373992;48.210193
833.00;122.15;motorcycle9;26565523#0_0;29.80;0.00;1.92;motorcycle_motorcycle;16.375339;48.209452
833.00;43.83;truck13;30323046#0_0;6.45;0.00;5.04;truck_truck;16.374271;48.210211
833.00;43.35;truck18;:559267437_3_0;6.02;0.00;5.65;truck_truck;16.373127;48.210246
833.00;238.29;truck19;455386120_0;20.32;0.00;5.13;truck_truck;16.364562;48.210803
833.00;220.95;truck21;190494839#6_0;7.95;0.00;8.22;truck_truck;16.367435;48.211198
833.00;149.43;veh30;947169050_0;35.73;0.00;6.56;veh_passenger;16.363087;48.208524
833.00;53.09;veh34;694681348#2_0;10.93;0.00;0.35;veh_passenger;16.372915;48.210122
833.00;43.60;veh37;:1068425379_0_0;0.41;0.00;3.96;veh_passenger;16.369623;48.209212
833.00;147.82;veh40;947169050_0;19.90;0.00;6.41;veh_passenger;16.362980;48.208647
833.00;301.51;veh45;4997582#0_0;38.83;0.00;7.60;veh_passenger;16.368500;48.207171
833.00;123.74;veh46;8072631_0;1.45;0.00;7.75;veh_passenger;16.375504;48.205534
834.00;126.34;bus10;4952862_0;17.51;0.00;2.98;bus_bus;16.373657;48.210358
834.00;204.04;bus11;:68963118_0_0;4.18;0.00;6.44;bus_bus;16.371280;48.209908
834.00;307.12;bus12;:1846759618_0_0;3.80;0.00;8.19;bus_bus;16.372881;48.210815
834.00;155.10;bus13;4583443_0;23.71;0.00;5.23;bus_bus;16.366909;48.207571
834.00;210.68;bus14;1272891358_0;9.58;0.00;5.02;bus_bus;16.365453;48.210220
834.00;125.18;bus9;745742180_0;23.54;0.00;5.25;bus_bus;16.374049;48.210165
834.00;122.14;motorcycle9;:7102337416_0_0;0.43;0.00;1.47;motorcycle_motorcycle;16.375356;48.209445
834.00;42.17;truck13;:1945672227_0_0;4.80;0.00;4.93;truck_truck;16.374316;48.210244
834.00;37.70;truck18;694681348#4_0;5.68;0.00;6.43;truck_truck;16.373181;48.210291
834.00;238.28;truck19;455386120_0;25.59;0.00;5.27;truck_truck;16.364501;48.210779
834.00;220.95;truck21;190494839#6_0;16.22;0.00;8.27;truck_truck;16.367360;48.211143
834.00;149.42;veh30;947169050_0;42.82;0.00;7.09;veh_passenger;16.363134;48.208469
834.00;53.09;veh34;694681348#2_0;11.06;0.00;0.13;veh_passenger;16.372916;48.210122
834.00;73.35;veh37;:1068425379_0_0;5.02;0.00;4.61;veh_passenger;16.369680;48.209221
834.00;147.96;veh40;947169050_0;27.30;0.00;7.41;veh_passenger;16.363031;48.208590
834.00;301.51;veh45;4997582#0_0;43.75;0.00;4.92;veh_passenger;16.368444;48.207195
834.00;133.18;veh46;8072631_0;10.25;0.00;8.80;veh_passenger;16.375588;48.205479
835.00;126.34;bus10;4952862_0;17.68;0.00;0.17;bus_bus;16.373659;48.210357
835.00;166.37;bus11;4952816#1_0;1.63;0.00;6.31;bus_bus;16.371334;48.209867
835.00;306.83;bus12;-4952861#2_0;6.92;0.00;8.06;bus_bus;16.372796;48.210859
835.00;155.10;bus13;4583443_0;28.75;0.00;5.04;bus_bus;16.366936;48.207529
835.00;210.06;bus14;:33196431_1_0;3.28;0.00;5.07;bus_bus;16.365419;48.210181
835.00;125.19;bus9;745742180_0;27.77;0.00;4.23;bus_bus;16.374095;48.210142
835.00;122.10;motorcycle9;:7102337416_0_0;2.87;0.00;2.43;motorcycle_motorcycle;16.375383;48.209433
835.00;40.35;truck13;30323046#1_0;4.95;0.00;5.05;truck_truck;16.374361;48.210278
835.00;37.65;truck18;694681348#4_0;12.90;0.00;7.22;truck_truck;16.373242;48.210342
835.00;238.27;truck19;455386120_0;30.51;0.00;4.92;truck_truck;16.364444;48.210756
835.00;220.94;truck21;190494839#7_0;3.86;0.00;8.09;truck_truck;16.367287;48.211088
835.00;149.42;veh30;947169050_0;49.22;0.00;6.41;veh_passenger;16.363177;48.208419
835.00;53.08;veh34;:68962715_0_0;0.58;0.00;1.63;veh_passenger;16.372934;48.210131
835.00;120.00;veh37;30322208#0_0;3.11;0.00;5.09;veh_passenger;16.369739;48.209198
835.00;149.44;veh40;947169050_0;33.62;0.00;6.31;veh_passenger;16.363073;48.208541
835.00;306.44;veh45;:33182906_3_0;4.61;0.00;7.00;veh_passenger;16.368368;48.207232
835.00;133.18;veh46;8072631_0;19.46;0.00;9.21;veh_passenger;16.375677;48.205421
836.00;126.34;bus10;4952862_0;17.71;0.00;0.03;bus_bus;16.373659;48.210357
836.00;126.30;bus11;4952816#1_0;8.75;0.00;7.13;bus_bus;16.371414;48.209831
836.00;307.00;bus12;-4952861#2_0;14.73;0.00;7.81;bus_bus;16.372713;48.210903
836.00;150.23;bus13;:12329087451_0_0;2.03;0.00;5.12;bus_bus;16.366974;48.207494
836.00;205.45;bus14;:33196431_1_0;8.39;0.00;5.11;bus_bus;16.365395;48.210138
836.00;111.22;bus9;:cluster_12218710644_32665502_7_0;4.28;0.00;5.04;bus_bus;16.374157;48.210142
836.00;122.10;motorcycle9;:7102337416_0_0;4.74;0.00;1.88;motorcycle_motorcycle;16.375405;48.209424
836.00;39.84;truck13;30323046#1_0;9.80;0.00;4.84;truck_truck;16.374403;48.210311
836.00;37.65;truck18;694681348#4_0;21.01;0.00;8.11;truck_truck;16.373310;48.210399
836.00;238.27;truck19;455386120_0;35.89;0.00;5.38;truck_truck;16.364382;48.210732
836.00;220.93;truck21;190494839#7_0;11.80;0.00;7.94;truck_truck;16.367216;48.211035
836.00;149.42;veh30;947169050_0;55.41;0.00;6.18;veh_passenger;16.363218;48.208370
836.00;52.60;veh34;:68962715_0_0;4.78;0.00;4.20;veh_passenger;16.372979;48.210153
836.00;107.72;veh37;30322208#0_0;7.38;0.00;4.26;veh_passenger;16.369794;48.209187
836.00;149.42;veh40;947169050_0;40.37;0.00;6.75;veh_passenger;16.363118;48.208488
836.00;315.17;veh45;:33182906_3_0;12.12;0.00;7.51;veh_passenger;16.368297;48.207280
836.00;132.55;veh46;8072631_0;28.15;0.00;8.68;veh_passenger;16.375762;48.205367
837.00;126.34;bus10;4952862_0;18.60;0.00;0.89;bus_bus;16.373669;48.210352
837.00;122.48;bus11;4952816#1_0;16.67;0.00;7.91;bus_bus;16.371503;48.209792
837.00;307.00;bus12;-4952861#2_0;22.59;0.00;7.86;bus_bus;16.372630;48.210946
837.00;147.15;bus13;1332659462_0;4.61;0.00;6.10;bus_bus;16.367014;48.207447
837.00;184.22;bus14;-1211897210_0;3.02;0.00;5.54;bus_bus;16.365414;48.210092
837.00;75.30;bus9;30323046#0_0;0.39;0.00;5.45;bus_bus;16.374214;48.210172
837.00;122.18;motorcycle9;26565523#1_0;1.72;0.00;1.98;motorcycle_motorcycle;16.375427;48.209414
837.00;39.83;truck13;30323046#1_0;14.67;0.00;4.87;truck_truck;16.374446;48.210344
837.00;37.65;truck18;694681348#4_0;25.98;0.00;4.97;truck_truck;16.373352;48.210434
837.00;238.27;truck19;455386120_0;41.09;0.00;5.19;truck_truck;16.364322;48.210708
837.00;220.99;truck21;190494839#8_0;0.82;0.00;4.69;truck_truck;16.367174;48.211004
837.00;149.42;veh30;947169050_0;61.56;0.00;6.15;veh_passenger;16.363259;48.208322
837.00;47.97;veh34;694681348#3_0;0.60;0.00;5.95;veh_passenger;16.373040;48.210188
837.00;95.91;veh37;30322208#0_0;12.01;0.00;4.64;veh_passenger;16.369855;48.209182
837.00;149.42;veh40;947169050_0;46.77;0.00;6.40;veh_passenger;16.363160;48.208438
837.00;314.70;veh45;4997582#1_0;4.89;0.00;7.49;veh_passenger;16.368227;48.207329
837.00;129.01;veh46;8072631_0;37.36;0.00;9.22;veh_passenger;16.375857;48.205314
837.00;101.66;veh48;-977070592#1_0;5.10;0.00;9.18;veh_passenger;16.360920;48.211099
838.00;126.25;bus10;:32666488_5_0;1.74;0.00;1.87;bus_bus;16.373689;48.210342
838.00;122.48;bus11;4952816#1_0;24.41;0.00;7.75;bus_bus;16.371590;48.209753
838.00;307.00;bus12;-4952861#2_0;30.51;0.00;7.93;bus_bus;16.372546;48.210990
838.00;154.69;bus13;:17322928_1_0;5.93;0.00;6.86;bus_bus;16.367051;48.207390
838.00;160.21;bus14;-1211897210_0;8.53;0.00;5.51;bus_bus;16.365448;48.210048
838.00;49.26;bus9;30323046#0_0;5.37;0.00;4.98;bus_bus;16.374261;48.210204
838.00;122.20;motorcycle9;26565523#1_0;4.07;0.00;2.34;motorcycle_motorcycle;16.375453;48.209403
838.00;39.49;truck13;30323046#1_0;19.54;0.00;4.87;truck_truck;16.374489;48.210378
838.00;37.65;truck18;694681348#4_0;27.40;0.00;1.42;truck_truck;16.373364;48.210444
838.00;238.27;truck19;455386120_0;46.33;0.00;5.25;truck_truck;16.364261;48.210684
838.00;229.90;truck21;:60431543_0_0;4.01;0.00;5.44;truck_truck;16.367116;48.210976
838.00;149.39;veh30;:311316975_1_0;0.16;0.00;6.65;veh_passenger;16.363303;48.208270
838.00;42.98;veh34;:559267437_3_0;5.36;0.00;8.49;veh_passenger;16.373122;48.210242
838.00;84.73;veh37;:3588577431_0_0;3.32;0.00;3.97;veh_passenger;16.369908;48.209186
838.00;149.42;veh40;947169050_0;52.81;0.00;6.04;veh_passenger;16.363200;48.208391
838.00;314.68;veh45;4997582#1_0;13.18;0.00;8.28;veh_passenger;16.368149;48.207382
838.00;129.01;veh46;8072631_0;46.90;0.00;9.54;veh_passenger;16.375955;48.205259
838.00;100.08;veh48;-977070592#1_0;13.07;0.00;7.97;veh_passenger;16.361025;48.211085
839.00;126.10;bus10;:32666488_5_0;4.74;0.00;3.00;bus_bus;16.373721;48.210326
839.00;127.42;bus11;:33196575_0_0;3.73;0.00;5.79;bus_bus;16.371645;48.209718
839.00;307.06;bus12;-4952861#1_0;1.16;0.00;8.00;bus_bus;16.372461;48.211034
839.00;155.77;bus13;31130247#0_0;5.14;0.00;7.97;bus_bus;16.367093;48.207324
839.00;152.18;bus14;-1211897210_0;14.09;0.00;5.56;bus_bus;16.365482;48.210003
839.00;43.16;bus9;:1945672227_0_0;4.22;0.00;5.43;bus_bus;16.374311;48.210240
839.00;122.20;motorcycle9;26565523#1_0;5.32;0.00;1.26;motorcycle_motorcycle;16.375467;48.209396
839.00;39.34;truck13;30323046#1_0;24.48;0.00;4.94;truck_truck;16.374532;48.210412
839.00;40.01;truck18;:32666355_2_0;2.09;0.00;2.27;truck_truck;16.373386;48.210458
839.00;238.27;truck19;455386120_0;51.40;0.00;5.07;truck_truck;16.364202;48.210661
839.00;283.98;truck21;-27368746#1_0;1.17;0.00;6.24;truck_truck;16.367040;48.210994
839.00;147.65;veh30;629192670_0;6.90;0.00;7.03;veh_passenger;16.363352;48.208216
839.00;37.65;veh34;694681348#4_0;6.88;0.00;8.28;veh_passenger;16.373191;48.210300
839.00;68.67;veh37;30322208#1_0;3.72;0.00;5.05;veh_passenger;16.369972;48.209201
839.00;149.42;veh40;947169050_0;59.52;0.00;6.71;veh_passenger;16.363245;48.208338
839.00;314.69;veh45;:283097494_0_0;0.07;0.00;7.33;veh_passenger;16.368080;48.207429
839.00;129.01;veh46;8072631_0;53.65;0.00;6.75;veh_passenger;16.376024;48.205220
839.00;97.44;veh48;:33196441_3_0;2.89;0.00;9.11;veh_passenger;16.361146;48.211073
840.00;125.92;bus10;:32666488_5_0;8.36;0.00;3.62;bus_bus;16.373760;48.210306
840.00;160.42;bus11;4998730#0_0;0.03;0.00;5.37;bus_bus;16.371621;48.209676
840.00;307.23;bus12;-4952861#1_0;9.34;0.00;8.19;bus_bus;16.372375;48.211080
840.00;155.95;bus13;31130247#0_0;13.45;0.00;8.32;bus_bus;16.367137;48.207256
840.00;152.22;bus14;:33196430_9_0;4.36;0.00;5.13;bus_bus;16.365513;48.209962
840.00;41.23;bus9;30323046#1_0;4.81;0.00;5.48;bus_bus;16.374359;48.210277
840.00;122.20;motorcycle9;26565523#1_0;7.34;0.00;2.02;motorcycle_motorcycle;16.375490;48.209387
840.00;39.34;truck13;30323046#1_0;28.97;0.00;4.49;truck_truck;16.374571;48.210442
840.00;56.52;truck18;:32666355_2_0;5.38;0.00;3.29;truck_truck;16.373427;48.210465
840.00;238.27;truck19;455386120_0;56.67;0.00;5.27;truck_truck;16.364141;48.210636
840.00;305.25;truck21;-27368746#1_0;8.60;0.00;7.42;truck_truck;16.366960;48.211033
840.00;130.12;veh30;629192670_0;13.83;0.00;6.93;veh_passenger;16.363418;48.208173
840.00;37.65;veh34;694681348#4_0;14.75;0.00;7.87;veh_passenger;16.373258;48.210355
840.00;55.01;veh37;30322208#1_0;8.60;0.00;4.88;veh_passenger;16.370025;48.209226
840.00;149.42;veh40;947169050_0;66.02;0.00;6.50;veh_passenger;16.363288;48.208287
840.00;314.85;veh45;:283097494_0_0;7.67;0.00;7.59;veh_passenger;16.368009;48.207478
840.00;116.30;veh46;:48210052_8_0;5.49;0.00;7.87;veh_passenger;16.376114;48.205183
840.00;98.12;veh48;-977070592#0_0;3.45;0.00;8.38;veh_passenger;16.361258;48.211061
841.00;125.68;bus10;745742180_0;1.28;0.00;4.34;bus_bus;16.373807;48.210283
841.00;206.21;bus11;4998730#0_0;5.25;0.00;5.22;bus_bus;16.371570;48.209644
841.00;307.27;bus12;-4952861#1_0;17.36;0.00;8.02;bus_bus;16.372290;48.211125
841.00;155.95;bus13;31130247#0_0;21.69;0.00;8.24;bus_bus;16.367180;48.207187
841.00;152.27;bus14;:33196430_9_0;9.45;0.00;5.10;bus_bus;16.365543;48.209921
841.00;40.11;bus9;30323046#1_0;10.06;0.00;5.25;bus_bus;16.374406;48.210313
841.00;122.20;motorcycle9;26565523#1_0;9.39;0.00;2.05;motorcycle_motorcycle;16.375513;48.209376
841.00;39.34;truck13;30323046#1_0;33.47;0.00;4.49;truck_truck;16.374610;48.210473
841.00;98.69;truck18;4952862_0;0.66;0.00;4.16;truck_truck;16.373477;48.210450
841.00;238.28;truck19;4998720#0_0;1.83;0.00;5.29;truck_truck;16.364081;48.210612
841.00;300.12;truck21;-27368746#1_0;16.40;0.00;7.81;truck_truck;16.366870;48.211069
841.00;111.80;veh30;629192670_0;20.73;0.00;6.90;veh_passenger;16.363500;48.208144
841.00;37.65;veh34;694681348#4_0;21.29;0.00;6.54;veh_passenger;16.373313;48.210401
841.00;44.96;veh37;30322208#1_0;13.52;0.00;4.92;veh_passenger;16.370073;48.209256
841.00;147.65;veh40;629192670_0;5.19;0.00;7.51;veh_passenger;16.363340;48.208229
841.00;315.52;veh45;4997582#2_0;4.01;0.00;7.19;veh_passenger;16.367942;48.207525
841.00;49.50;veh46;8072643#0_0;1.29;0.00;8.81;veh_passenger;16.376214;48.205213
841.00;98.20;veh48;-977070592#0_0;11.99;0.00;8.55;veh_passenger;16.361371;48.211049
842.00;125.44;bus10;745742180_0;6.40;0.00;5.12;bus_bus;16.373863;48.210256
842.00;224.42;bus11;4998730#0_0;10.34;0.00;5.09;bus_bus;16.371520;48.209612
842.00;307.69;bus12;-4952861#1_0;25.42;0.00;8.06;bus_bus;16.372206;48.211170
842.00;156.10;bus13;:1334747875_0_0;0.25;0.00;8.28;bus_bus;16.367223;48.207119
842.00;152.34;bus14;-4998703#1_0;4.11;0.00;5.43;bus_bus;16.365576;48.209877
842.00;39.80;bus9;30323046#1_0;15.56;0.00;5.51;bus_bus;16.374454;48.210350
842.00;121.74;motorcycle9;26565523#1_0;10.95;0.00;1.56;motorcycle_motorcycle;16.375531;48.209369
842.00;39.34;truck13;30323046#1_0;38.37;0.00;4.90;truck_truck;16.374653;48.210507
842.00;124.94;truck18;4952862_0;5.88;0.00;5.22;truck_truck;16.373533;48.210422
842.00;238.30;truck19;4998720#0_0;8.24;0.00;6.41;truck_truck;16.364007;48.210583
842.00;300.12;truck21;-27368746#1_0;24.80;0.00;8.39;truck_truck;16.366773;48.211108
842.00;102.93;veh30;:3725966760_7_0;2.64;0.00;7.04;veh_passenger;16.363590;48.208127
842.00;37.65;veh34;694681348#4_0;25.93;0.00;4.64;veh_passenger;16.373352;48.210433
842.00;45.08;veh37;:33196572_1_0;1.23;0.00;4.41;veh_passenger;16.370116;48.209284
842.00;133.53;veh40;629192670_0;12.09;0.00;6.90;veh_passenger;16.363401;48.208183
842.00;308.54;veh45;4997582#2_0;12.15;0.00;8.14;veh_passenger;16.367858;48.207572
842.00;37.85;veh46;8072643#0_0;10.08;0.00;8.79;veh_passenger;16.376289;48.205274
842.00;98.20;veh48;-977070592#0_0;20.24;0.00;8.25;veh_passenger;16.361481;48.211037
843.00;125.19;bus10;745742180_0;11.67;0.00;5.27;bus_bus;16.373920;48.210228
843.00;225.54;bus11;4998730#0_0;15.35;0.00;5.01;bus_bus;16.371471;48.209581
843.00;310.50;bus12;-4952861#1_0;33.35;0.00;7.93;bus_bus;16.372127;48.211219
843.00;156.65;bus13;118736578#1_0;2.29;0.00;8.16;bus_bus;16.367265;48.207051
843.00;152.41;bus14;-4998703#1_0;9.29;0.00;5.18;bus_bus;16.365607;48.209835
843.00;39.57;bus9;30323046#1_0;21.04;0.00;5.47;bus_bus;16.374502;48.210388
843.00;121.39;motorcycle9;26565523#1_0;13.15;0.00;2.20;motorcycle_motorcycle;16.375556;48.209358
843.00;39.78;truck13;:32665503_0_0;1.61;0.00;4.95;truck_truck;16.374697;48.210540
843.00;126.34;truck18;4952862_0;11.77;0.00;5.89;truck_truck;16.373596;48.210389
843.00;238.30;truck19;4998720#0_0;14.64;0.00;6.40;truck_truck;16.363933;48.210554
843.00;300.08;truck21;:245485015_0_0;3.96;0.00;8.20;truck_truck;16.366679;48.211147
843.00;67.95;veh30;:3725966760_7_0;9.02;0.00;6.37;veh_passenger;16.363670;48.208145
843.00;52.20;veh34;:32666355_2_0;4.16;0.00;5.81;veh_passenger;16.373411;48.210465
843.00;45.43;veh37;:33196572_1_0;6.22;0.00;4.99;veh_passenger;16.370165;48.209315
843.00;118.72;veh40;629192670_0;19.00;0.00;6.90;veh_passenger;16.363478;48.208150
843.00;327.19;veh45;:33182908_0_0;5.57;0.00;6.28;veh_passenger;16.367810;48.207614
843.00;54.52;veh46;8072643#0_0;18.97;0.00;8.89;veh_passenger;16.376377;48.205326
843.00;98.20;veh48;-977070592#0_0;28.68;0.00;8.43;veh_passenger;16.361593;48.211025
844.00;125.18;bus10;745742180_0;17.13;0.00;5.46;bus_bus;16.373980;48.210199
844.00;225.54;bus11;4998730#0_0;20.47;0.00;5.12;bus_bus;16.371421;48.209550
844.00;301.85;bus12;:32666352_6_0;6.23;0.00;7.35;bus_bus;16.372042;48.211245
844.00;156.82;bus13;118736578#1_0;10.49;0.00;8.20;bus_bus;16.367306;48.206982
844.00;152.44;bus14;-4998703#1_0;14.54;0.00;5.25;bus_bus;16.365639;48.209793
844.00;39.35;bus9;30323046#1_0;26.41;0.00;5.37;bus_bus;16.374549;48.210425
844.00;121.39;motorcycle9;26565523#1_0;14.73;0.00;1.58;motorcycle_motorcycle;16.375574;48.209351
844.00;41.34;truck13;30323046#2_0;1.31;0.00;4.58;truck_truck;16.374738;48.210571
844.00;126.34;truck18;4952862_0;18.38;0.00;6.60;truck_truck;16.373667;48.210353
844.00;238.29;truck19;:33196458_0_0;3.84;0.00;7.26;truck_truck;16.363849;48.210520
844.00;299.96;truck21;-27368746#0_0;6.72;0.00;7.82;truck_truck;16.366589;48.211183
844.00;54.64;veh30;4998702#0_0;2.04;0.00;6.46;veh_passenger;16.363742;48.208178
844.00;115.66;veh34;4952862_0;1.47;0.00;6.19;veh_passenger;16.373486;48.210446
844.00;45.43;veh37;:33196572_1_0;10.89;0.00;4.66;veh_passenger;16.370210;48.209344
844.00;110.19;veh40;629192670_0;24.14;0.00;5.15;veh_passenger;16.363542;48.208133
844.00;26.63;veh45;9226260_0;2.49;0.00;5.95;veh_passenger;16.367841;48.207662
844.00;58.53;veh46;8072643#0_0;28.47;0.00;9.49;veh_passenger;16.376487;48.205370
844.00;98.20;veh48;-977070592#0_0;37.84;0.00;9.16;veh_passenger;16.361715;48.211012
845.00;125.18;bus10;745742180_0;22.56;0.00;5.43;bus_bus;16.374038;48.210170
845.00;225.54;bus11;4998730#0_0;25.48;0.00;5.01;bus_bus;16.371372;48.209519
845.00;255.69;bus12;4952856#0_0;0.54;0.00;7.08;bus_bus;16.371963;48.211211
845.00;160.16;bus13;27497426_0;5.13;0.00;8.31;bus_bus;16.367340;48.206911
845.00;152.44;bus14;-4998703#1_0;20.05;0.00;5.51;bus_bus;16.365672;48.209749
