timestep_time;vehicle_angle;vehicle_id;vehicle_lane;vehicle_pos;vehicle_slope;vehicle_speed;vehicle_type;vehicle_x;vehicle_y
0.00;318.30;bus0;30322208#4_0;0.20;0.00;0.00;bus_bus;16.370189;48.209733
0.00;161.05;motorcycle0;349522268#0_0;2.30;0.00;0.00;motorcycle_motorcycle;16.367805;48.206010
1.00;318.95;bus0;:1086399425_0_0;0.62;0.00;0.62;bus_bus;16.370184;48.209738
1.00;161.05;motorcycle0;349522268#0_0;5.61;0.00;3.31;motorcycle_motorcycle;16.367819;48.205982
2.00;320.47;bus0;:1086399425_0_0;2.05;0.00;1.43;bus_bus;16.370175;48.209749
2.00;119.99;motorcycle0;:33182899_1_0;3.89;0.00;6.35;motorcycle_motorcycle;16.367864;48.205938
3.00;323.20;bus0;:1086399425_0_0;4.63;0.00;2.58;bus_bus;16.370157;48.209769
3.00;53.78;motorcycle0;349830565_0;0.64;0.00;6.34;motorcycle_motorcycle;16.367939;48.205963
4.00;326.87;bus0;:1086399425_0_0;8.11;0.00;3.48;bus_bus;16.370133;48.209796
4.00;49.94;motorcycle0;349830565_0;6.60;0.00;5.96;motorcycle_motorcycle;16.368001;48.205996
5.00;328.56;bus0;9226410_0;2.61;0.00;4.60;bus_bus;16.370102;48.209832
5.00;43.02;motorcycle0;349830565_0;12.90;0.00;6.31;motorcycle_motorcycle;16.368065;48.206034
6.00;328.55;bus0;9226410_0;7.99;0.00;5.38;bus_bus;16.370065;48.209873
6.00;41.11;motorcycle0;349830565_0;19.10;0.00;6.19;motorcycle_motorcycle;16.368122;48.206074
7.00;328.55;bus0;9226410_0;13.41;0.00;5.42;bus_bus;16.370028;48.209916
7.00;40.17;motorcycle0;349830565_0;27.81;0.00;8.72;motorcycle_motorcycle;16.368199;48.206133
8.00;328.55;bus0;9226410_0;18.88;0.00;5.47;bus_bus;16.369991;48.209958
8.00;33.48;motorcycle0;:3556230392_0_0;0.20;0.00;7.58;motorcycle_motorcycle;16.368258;48.206189
9.00;328.55;bus0;9226410_0;24.01;0.00;5.14;bus_bus;16.369956;48.209998
9.00;33.89;motorcycle0;:3556230392_0_0;6.21;0.00;6.01;motorcycle_motorcycle;16.368305;48.206233
10.00;328.55;bus0;9226410_0;29.17;0.00;5.15;bus_bus;16.369921;48.210038
10.00;34.01;motorcycle0;349522275#1_0;4.91;0.00;5.89;motorcycle_motorcycle;16.368350;48.206277
11.00;343.55;bus0;:cluster_33182892_33196509_2_0;2.74;0.00;5.16;bus_bus;16.369928;48.210080
11.00;34.01;motorcycle0;349522275#1_0;13.50;0.00;8.58;motorcycle_motorcycle;16.368416;48.206340
12.00;19.19;bus0;:cluster_33182892_33196509_2_0;7.71;0.00;4.97;bus_bus;16.369980;48.210108
12.00;34.01;motorcycle0;349522275#1_0;20.62;0.00;7.13;motorcycle_motorcycle;16.368471;48.206392
13.00;52.73;bus0;:cluster_33182892_33196509_2_0;13.22;0.00;5.51;bus_bus;16.370046;48.210130
13.00;34.01;motorcycle0;349522275#1_0;29.34;0.00;8.71;motorcycle_motorcycle;16.368539;48.206457
14.00;63.01;bus0;:cluster_33182892_33196509_2_0;18.63;0.00;5.41;bus_bus;16.370113;48.210149
14.00;34.01;motorcycle0;349522275#1_0;37.27;0.00;7.94;motorcycle_motorcycle;16.368600;48.206515
15.00;66.45;bus0;:cluster_33182892_33196509_2_0;23.81;0.00;5.19;bus_bus;16.370179;48.210166
15.00;34.01;motorcycle0;349522275#1_0;45.72;0.00;8.45;motorcycle_motorcycle;16.368665;48.206577
16.00;68.58;bus0;25950172#1_0;4.66;0.00;5.39;bus_bus;16.370247;48.210182
16.00;22.49;motorcycle0;349522275#1_0;53.73;0.00;8.01;motorcycle_motorcycle;16.368722;48.206638
17.00;69.36;bus0;25950172#1_0;9.89;0.00;5.23;bus_bus;16.370313;48.210198
17.00;25.23;motorcycle0;349522275#1_0;60.31;0.00;6.58;motorcycle_motorcycle;16.368756;48.206692
18.00;69.70;bus0;25950172#1_0;15.33;0.00;5.44;bus_bus;16.370383;48.210214
18.00;36.42;motorcycle0;349522275#1_0;69.03;0.00;8.72;motorcycle_motorcycle;16.368828;48.206755
19.00;70.78;bus0;25950172#1_0;20.30;0.00;4.97;bus_bus;16.370447;48.210227
19.00;36.42;motorcycle0;349522275#1_0;73.64;0.00;4.61;motorcycle_motorcycle;16.368865;48.206788
20.00;74.45;bus0;25950172#1_0;25.30;0.00;5.00;bus_bus;16.370513;48.210235
20.00;32.32;motorcycle0;:33182911_1_0;8.00;0.00;8.81;motorcycle_motorcycle;16.368935;48.206852
21.00;86.82;bus0;:32665895_2_0;5.50;0.00;5.51;bus_bus;16.370584;48.210227
21.00;30.81;motorcycle0;31247165_0;2.89;0.00;5.94;motorcycle_motorcycle;16.368977;48.206897
22.00;119.05;bus0;4952816#0_0;5.62;0.00;6.42;bus_bus;16.370642;48.210184
22.00;357.76;motorcycle0;:33182912_3_0;4.22;0.00;5.80;motorcycle_motorcycle;16.368997;48.206946
23.00;131.23;bus0;4952816#0_0;13.22;0.00;7.60;bus_bus;16.370722;48.210142
23.00;302.24;motorcycle0;4997582#0_0;0.61;0.00;6.79;motorcycle_motorcycle;16.368934;48.206987
24.00;122.13;bus0;4952816#0_0;21.51;0.00;8.30;bus_bus;16.370815;48.210101
24.00;301.51;motorcycle0;4997582#0_0;9.01;0.00;8.40;motorcycle_motorcycle;16.368838;48.207027
25.00;122.77;bus0;4952816#0_0;29.56;0.00;8.05;bus_bus;16.370905;48.210060
25.00;301.51;motorcycle0;4997582#0_0;15.20;0.00;6.19;motorcycle_motorcycle;16.368768;48.207057
26.00;123.15;bus0;4952816#0_0;37.70;0.00;8.14;bus_bus;16.370995;48.210019
26.00;301.51;motorcycle0;4997582#0_0;23.64;0.00;8.44;motorcycle_motorcycle;16.368672;48.207098
27.00;123.15;bus0;4952816#0_0;45.94;0.00;8.24;bus_bus;16.371087;48.209978
27.00;301.51;motorcycle0;4997582#0_0;31.37;0.00;7.73;motorcycle_motorcycle;16.368584;48.207135
28.00;123.15;bus0;4952816#0_0;54.00;0.00;8.06;bus_bus;16.371177;48.209937
28.00;301.51;motorcycle0;4997582#0_0;38.33;0.00;6.96;motorcycle_motorcycle;16.368505;48.207169
29.00;122.96;bus0;:68963118_1_0;6.65;0.00;8.22;bus_bus;16.371269;48.209896
29.00;301.51;motorcycle0;4997582#0_0;45.94;0.00;7.61;motorcycle_motorcycle;16.368419;48.207206
30.00;122.71;bus0;4952816#1_0;3.65;0.00;7.85;bus_bus;16.371357;48.209857
30.00;311.78;motorcycle0;:33182906_3_0;7.03;0.00;7.24;motorcycle_motorcycle;16.368344;48.207247
31.00;122.49;bus0;4952816#1_0;11.60;0.00;7.96;bus_bus;16.371446;48.209817
31.00;315.65;motorcycle0;:33182906_3_0;13.31;0.00;6.28;motorcycle_motorcycle;16.368286;48.207288
32.00;122.48;bus0;4952816#1_0;19.71;0.00;8.10;bus_bus;16.371537;48.209777
32.00;314.68;motorcycle0;4997582#1_0;6.06;0.00;7.47;motorcycle_motorcycle;16.368216;48.207336
33.00;122.52;bus0;:33196575_1_0;1.02;0.00;7.79;bus_bus;16.371624;48.209738
33.00;314.68;motorcycle0;4997582#1_0;14.71;0.00;8.65;motorcycle_motorcycle;16.368134;48.207392
34.00;122.88;bus0;:33196575_1_0;9.09;0.00;8.07;bus_bus;16.371714;48.209698
34.00;314.75;motorcycle0;:283097494_0_0;0.87;0.00;6.59;motorcycle_motorcycle;16.368072;48.207434
35.00;119.35;bus0;1116876278_0;5.81;0.00;8.03;bus_bus;16.371808;48.209663
35.00;314.85;motorcycle0;:283097494_0_0;7.02;0.00;6.15;motorcycle_motorcycle;16.368015;48.207474
35.00;127.00;veh2;4952861#2_0;5.10;0.00;0.00;veh_passenger;16.372554;48.210949
36.00;95.95;bus0;:68963961_1_0;4.95;0.00;7.33;bus_bus;16.371902;48.209668
36.00;313.55;motorcycle0;4997582#2_0;4.87;0.00;8.70;motorcycle_motorcycle;16.367933;48.207530
36.00;127.00;veh2;4952861#2_0;7.65;0.00;2.55;veh_passenger;16.372581;48.210935
37.00;62.65;bus0;694681348#0_0;6.83;0.00;7.57;bus_bus;16.371988;48.209705
37.00;308.83;motorcycle0;4997582#2_0;11.97;0.00;7.10;motorcycle_motorcycle;16.367860;48.207571
37.00;127.00;veh2;4952861#2_0;12.41;0.00;4.76;veh_passenger;16.372631;48.210909
38.00;56.35;bus0;694681348#0_0;15.06;0.00;8.23;bus_bus;16.372081;48.209745
38.00;346.16;motorcycle0;:33182908_0_0;5.73;0.00;6.62;motorcycle_motorcycle;16.367810;48.207616
38.00;127.00;veh2;4952861#2_0;19.58;0.00;7.17;veh_passenger;16.372707;48.210869
39.00;56.30;bus0;694681348#1_0;2.54;0.00;7.75;bus_bus;16.372169;48.209782
39.00;30.77;motorcycle0;9226260_0;2.27;0.00;5.57;motorcycle_motorcycle;16.367840;48.207661
39.00;127.00;veh2;4952861#2_0;27.55;0.00;7.97;veh_passenger;16.372792;48.210825
40.00;56.31;bus0;694681348#1_0;10.32;0.00;7.79;bus_bus;16.372257;48.209820
40.00;30.77;motorcycle0;9226260_0;10.96;0.00;8.69;motorcycle_motorcycle;16.367901;48.207727
40.00;126.76;veh2;:1846759618_1_0;2.91;0.00;7.74;veh_passenger;16.372874;48.210782
41.00;56.67;bus0;694681348#1_0;18.11;0.00;7.78;bus_bus;16.372346;48.209857
41.00;31.62;motorcycle0;9226260_0;18.63;0.00;7.67;motorcycle_motorcycle;16.367957;48.207785
41.00;127.18;veh2;:309204901_6_0;3.00;0.00;7.40;veh_passenger;16.372952;48.210741
42.00;57.30;bus0;694681348#1_0;25.93;0.00;7.82;bus_bus;16.372436;48.209894
42.00;31.05;motorcycle0;9226260_0;25.14;0.00;6.52;motorcycle_motorcycle;16.368003;48.207835
42.00;127.79;veh2;:309204901_6_0;11.11;0.00;8.12;veh_passenger;16.373037;48.210696
43.00;56.22;bus0;694681348#1_0;34.20;0.00;8.27;bus_bus;16.372529;48.209935
43.00;31.05;motorcycle0;9226260_0;31.28;0.00;6.14;motorcycle_motorcycle;16.368047;48.207882
43.00;129.17;veh2;165778776_0;4.24;0.00;7.26;veh_passenger;16.373112;48.210654
44.00;53.41;bus0;694681348#1_0;42.18;0.00;7.98;bus_bus;16.372616;48.209977
44.00;31.05;motorcycle0;9226260_0;39.18;0.00;7.89;motorcycle_motorcycle;16.368104;48.207942
44.00;129.41;veh2;165778776_0;11.64;0.00;7.41;veh_passenger;16.373188;48.210611
45.00;53.06;bus0;694681348#1_0;50.50;0.00;8.33;bus_bus;16.372706;48.210021
45.00;31.05;motorcycle0;9226260_0;47.68;0.00;8.51;motorcycle_motorcycle;16.368165;48.208007
45.00;129.41;veh2;165778776_0;19.90;0.00;8.26;veh_passenger;16.373273;48.210562
46.00;53.05;bus0;:3308035582_0_0;4.99;0.00;8.14;bus_bus;16.372795;48.210064
46.00;31.05;motorcycle0;9226260_0;54.19;0.00;6.51;motorcycle_motorcycle;16.368211;48.208056
46.00;129.41;veh2;:32666355_4_0;0.02;0.00;8.09;veh_passenger;16.373356;48.210515
47.00;53.08;bus0;694681348#2_0;8.24;0.00;8.25;bus_bus;16.372885;48.210107
47.00;31.05;motorcycle0;9226260_0;61.50;0.00;7.30;motorcycle_motorcycle;16.368263;48.208112
47.00;127.86;veh2;:32666355_4_0;7.82;0.00;7.79;veh_passenger;16.373437;48.210471
48.00;52.95;bus0;:68962715_0_0;4.18;0.00;8.05;bus_bus;16.372973;48.210150
48.00;31.05;motorcycle0;9226260_0;69.11;0.00;7.61;motorcycle_motorcycle;16.368318;48.208170
48.00;126.52;veh2;4952862_0;4.40;0.00;7.51;veh_passenger;16.373517;48.210430
49.00;49.75;bus0;694681348#3_0;2.16;0.00;8.11;bus_bus;16.373056;48.210198
49.00;31.05;motorcycle0;9226260_0;77.25;0.00;8.14;motorcycle_motorcycle;16.368376;48.208232
49.00;126.34;veh2;4952862_0;11.89;0.00;7.48;veh_passenger;16.373597;48.210389
50.00;44.90;bus0;:559267437_3_0;6.16;0.00;7.73;bus_bus;16.373128;48.210247
50.00;31.05;motorcycle0;9226260_0;84.04;0.00;6.79;motorcycle_motorcycle;16.368424;48.208284
50.00;126.34;veh2;4952862_0;18.19;0.00;6.30;veh_passenger;16.373665;48.210354
51.00;38.65;bus0;694681348#4_0;7.28;0.00;7.90;bus_bus;16.373195;48.210303
51.00;31.05;motorcycle0;9226260_0;90.15;0.00;6.11;motorcycle_motorcycle;16.368468;48.208331
51.00;125.74;veh2;:32666488_5_0;5.72;0.00;6.27;veh_passenger;16.373732;48.210321
52.00;37.65;bus0;694681348#4_0;15.17;0.00;7.88;bus_bus;16.373261;48.210358
52.00;32.21;motorcycle0;9226260_0;96.29;0.00;6.14;motorcycle_motorcycle;16.368513;48.208377
52.00;125.74;veh2;:32666488_5_0;11.16;0.00;5.44;veh_passenger;16.373791;48.210291
53.00;37.65;bus0;694681348#4_0;22.83;0.00;7.66;bus_bus;16.373326;48.210412
53.00;32.21;motorcycle0;9226260_0;103.00;0.00;6.71;motorcycle_motorcycle;16.368562;48.208427
53.00;125.18;veh2;745742180_0;5.04;0.00;5.30;veh_passenger;16.373848;48.210263
54.00;37.65;bus0;694681348#4_0;26.75;0.00;3.92;bus_bus;16.373359;48.210439
54.00;32.21;motorcycle0;9226260_0;111.47;0.00;8.47;motorcycle_motorcycle;16.368625;48.208491
54.00;125.18;veh2;745742180_0;10.27;0.00;5.22;veh_passenger;16.373905;48.210235
55.00;42.98;bus0;:32666355_2_0;3.91;0.00;4.74;bus_bus;16.373408;48.210465
55.00;32.21;motorcycle0;9226260_0;118.18;0.00;6.71;motorcycle_motorcycle;16.368674;48.208542
55.00;125.18;veh2;745742180_0;14.62;0.00;4.35;veh_passenger;16.373952;48.210212
56.00;75.12;bus0;4952862_0;0.69;0.00;5.66;bus_bus;16.373477;48.210450
56.00;32.21;motorcycle0;9226260_0;126.68;0.00;8.50;motorcycle_motorcycle;16.368737;48.208606
56.00;125.18;veh2;745742180_0;19.45;0.00;4.83;veh_passenger;16.374005;48.210187
57.00;117.32;bus0;4952862_0;7.04;0.00;6.34;bus_bus;16.373545;48.210415
57.00;305.22;bus1;44072091#0_0;0.20;0.00;8.33;bus_bus;16.379481;48.206567
57.00;32.21;motorcycle0;9226260_0;134.64;0.00;7.95;motorcycle_motorcycle;16.368796;48.208665
57.00;125.18;veh2;745742180_0;23.90;0.00;4.46;veh_passenger;16.374053;48.210163
58.00;126.34;bus0;4952862_0;14.52;0.00;7.49;bus_bus;16.373625;48.210374
58.00;303.89;bus1;44072091#1_0;3.84;0.00;8.32;bus_bus;16.379389;48.206609
58.00;32.97;motorcycle0;9226260_0;142.56;0.00;7.93;motorcycle_motorcycle;16.368855;48.208725
58.00;125.21;veh2;745742180_0;27.98;0.00;4.08;veh_passenger;16.374097;48.210141
59.00;126.22;bus0;:32666488_5_0;2.41;0.00;6.62;bus_bus;16.373696;48.210338
59.00;303.85;bus1;44072091#1_0;12.17;0.00;8.33;bus_bus;16.379297;48.206652
59.00;32.97;motorcycle0;9226260_0;149.04;0.00;6.48;motorcycle_motorcycle;16.368904;48.208773
59.00;213.70;motorcycle1;113296985_0;2.30;0.00;0.00;motorcycle_motorcycle;16.370206;48.210766
59.00;80.71;veh2;:cluster_12218710644_32665502_7_0;4.94;0.00;5.48;veh_passenger;16.374165;48.210145
60.00;125.88;bus0;:32666488_5_0;9.23;0.00;6.82;bus_bus;16.373770;48.210302
60.00;303.85;bus1;44072091#1_0;20.46;0.00;8.29;bus_bus;16.379206;48.206695
60.00;32.97;motorcycle0;9226260_0;155.86;0.00;6.82;motorcycle_motorcycle;16.368955;48.208824
60.00;213.70;motorcycle1;113296985_0;7.04;0.00;4.74;motorcycle_motorcycle;16.370170;48.210731
60.00;49.28;veh2;30323046#0_0;0.36;0.00;4.77;veh_passenger;16.374214;48.210172
61.00;125.60;bus0;745742180_0;3.00;0.00;5.20;bus_bus;16.373826;48.210274
61.00;303.85;bus1;44072091#1_0;28.34;0.00;7.88;bus_bus;16.379119;48.206735
61.00;32.97;motorcycle0;9226260_0;164.42;0.00;8.55;motorcycle_motorcycle;16.369020;48.208887
61.00;213.70;motorcycle1;113296985_0;11.49;0.00;4.45;motorcycle_motorcycle;16.370136;48.210698
61.00;43.52;veh2;30323046#0_0;5.05;0.00;4.68;veh_passenger;16.374258;48.210202
62.00;125.36;bus0;745742180_0;8.06;0.00;5.06;bus_bus;16.373881;48.210247
62.00;303.85;bus1;44072091#1_0;36.47;0.00;8.13;bus_bus;16.379029;48.206777
62.00;40.43;motorcycle0;9226260_0;172.78;0.00;8.37;motorcycle_motorcycle;16.369086;48.208948
62.00;213.70;motorcycle1;113296985_0;15.98;0.00;4.49;motorcycle_motorcycle;16.370102;48.210665
62.00;41.99;veh2;:1945672227_0_0;3.85;0.00;5.38;veh_passenger;16.374308;48.210238
63.00;125.18;bus0;745742180_0;13.46;0.00;5.40;bus_bus;16.373940;48.210218
63.00;303.85;bus1;44072091#1_0;44.49;0.00;8.02;bus_bus;16.378940;48.206818
63.00;65.47;motorcycle0;:17322918_0_0;3.78;0.00;8.47;motorcycle_motorcycle;16.369184;48.208986
63.00;213.70;motorcycle1;113296985_0;20.39;0.00;4.41;motorcycle_motorcycle;16.370068;48.210632
63.00;40.23;veh2;30323046#1_0;3.85;0.00;4.90;veh_passenger;16.374351;48.210271
64.00;125.18;bus0;745742180_0;18.86;0.00;5.40;bus_bus;16.373998;48.210190
64.00;303.77;bus1;:60428312_0_0;5.70;0.00;7.98;bus_bus;16.378852;48.206859
64.00;70.75;motorcycle0;1128049584#0_0;5.11;0.00;7.84;motorcycle_motorcycle;16.369284;48.209008
64.00;213.70;motorcycle1;113296985_0;24.86;0.00;4.47;motorcycle_motorcycle;16.370033;48.210599
64.00;39.84;veh2;30323046#1_0;9.37;0.00;5.52;veh_passenger;16.374400;48.210308
65.00;125.18;bus0;745742180_0;24.10;0.00;5.24;bus_bus;16.374055;48.210162
65.00;303.65;bus1;1213571161_0;4.41;0.00;8.12;bus_bus;16.378762;48.206901
65.00;45.60;motorcycle0;1128049584#0_0;12.42;0.00;7.31;motorcycle_motorcycle;16.369366;48.209042
65.00;213.70;motorcycle1;113296985_0;27.86;0.00;3.00;motorcycle_motorcycle;16.370010;48.210577
65.00;39.84;veh2;30323046#1_0;14.51;0.00;5.14;veh_passenger;16.374445;48.210343
66.00;124.13;bus0;:cluster_12218710644_32665502_7_0;0.73;0.00;5.16;bus_bus;16.374113;48.210136
66.00;303.58;bus1;1213571161_0;12.36;0.00;7.95;bus_bus;16.378674;48.206942
66.00;45.55;motorcycle0;:10313413075_0_0;0.17;0.00;5.50;motorcycle_motorcycle;16.369416;48.209074
66.00;213.70;motorcycle1;113296985_0;32.13;0.00;4.27;motorcycle_motorcycle;16.369978;48.210545
66.00;39.41;veh2;30323046#1_0;18.86;0.00;4.36;veh_passenger;16.374483;48.210373
67.00;101.57;bus0;:cluster_12218710644_32665502_7_0;5.97;0.00;5.24;bus_bus;16.374177;48.210150
67.00;303.58;bus1;1213571161_0;20.46;0.00;8.10;bus_bus;16.378585;48.206983
67.00;45.58;motorcycle0;4998699_0;4.61;0.00;4.98;motorcycle_motorcycle;16.369458;48.209100
67.00;213.70;motorcycle1;113296985_0;34.83;0.00;2.70;motorcycle_motorcycle;16.369957;48.210525
67.00;39.34;veh2;30323046#1_0;23.51;0.00;4.64;veh_passenger;16.374523;48.210405
68.00;64.57;bus0;30323046#0_0;1.96;0.00;5.32;bus_bus;16.374229;48.210182
68.00;303.51;bus1;:59988382_0_0;1.47;0.00;7.83;bus_bus;16.378498;48.207023
68.00;44.04;motorcycle0;4998699_0;9.70;0.00;5.10;motorcycle_motorcycle;16.369507;48.209132
68.00;213.70;motorcycle1;113296985_0;37.66;0.00;2.83;motorcycle_motorcycle;16.369935;48.210504
68.00;39.34;veh2;30323046#1_0;27.89;0.00;4.39;veh_passenger;16.374562;48.210435
69.00;45.60;bus0;:1945672227_0_0;0.93;0.00;5.55;bus_bus;16.374281;48.210218
69.00;302.85;bus1;768586799_0;4.46;0.00;8.06;bus_bus;16.378407;48.207063
69.00;42.89;motorcycle0;4998699_0;13.93;0.00;4.22;motorcycle_motorcycle;16.369546;48.209159
69.00;213.70;motorcycle1;113296985_0;41.36;0.00;3.70;motorcycle_motorcycle;16.369907;48.210477
69.00;39.34;veh2;30323046#1_0;33.02;0.00;5.12;veh_passenger;16.374606;48.210470
70.00;42.33;bus0;30323046#1_0;1.21;0.00;5.18;bus_bus;16.374328;48.210253
70.00;302.30;bus1;768586799_0;12.76;0.00;8.30;bus_bus;16.378314;48.207104
70.00;42.89;motorcycle0;4998699_0;18.35;0.00;4.42;motorcycle_motorcycle;16.369587;48.209188
70.00;189.06;motorcycle1;113296985_0;44.58;0.00;3.22;motorcycle_motorcycle;16.369894;48.210450
70.00;39.34;veh2;30323046#1_0;38.17;0.00;5.15;veh_passenger;16.374651;48.210505
70.00;354.54;veh4;868062640_0;5.10;0.00;7.81;veh_passenger;16.369260;48.210810
71.00;40.75;bus0;30323046#1_0;6.38;0.00;5.17;bus_bus;16.374373;48.210288
71.00;302.30;bus1;768586799_0;21.05;0.00;8.29;bus_bus;16.378221;48.207145
71.00;58.86;motorcycle0;:1068425379_0_0;2.53;0.00;5.87;motorcycle_motorcycle;16.369647;48.209221
71.00;182.66;motorcycle1;113296985_0;49.66;0.00;5.08;motorcycle_motorcycle;16.369890;48.210405
71.00;39.66;veh2;:32665503_0_0;0.82;0.00;4.36;veh_passenger;16.374689;48.210535
71.00;342.81;veh4;868062640_0;12.00;0.00;6.90;veh_passenger;16.369235;48.210870
72.00;39.87;bus0;30323046#1_0;11.73;0.00;5.34;bus_bus;16.374420;48.210324
72.00;302.30;bus1;768586799_0;29.37;0.00;8.32;bus_bus;16.378127;48.207186
72.00;119.40;motorcycle0;30322208#0_0;1.18;0.00;5.64;motorcycle_motorcycle;16.369717;48.209207
72.00;145.03;motorcycle1;113296985_0;53.76;0.00;4.10;motorcycle_motorcycle;16.369913;48.210373
72.00;41.66;veh2;30323046#2_0;1.13;0.00;5.20;veh_passenger;16.374737;48.210569
72.00;335.31;veh4;868062640_0;18.71;0.00;6.71;veh_passenger;16.369200;48.210925
73.00;39.75;bus0;30323046#1_0;16.69;0.00;4.97;bus_bus;16.374464;48.210358
73.00;302.30;bus1;768586799_0;37.53;0.00;8.16;bus_bus;16.378036;48.207226
73.00;104.93;motorcycle0;30322208#0_0;5.99;0.00;4.81;motorcycle_motorcycle;16.369776;48.209190
73.00;145.03;motorcycle1;113296985_0;56.68;0.00;2.92;motorcycle_motorcycle;16.369935;48.210351
73.00;42.98;veh2;30323046#2_0;6.51;0.00;5.38;veh_passenger;16.374787;48.210604
73.00;326.19;veh4;868062640_0;25.98;0.00;7.27;veh_passenger;16.369151;48.210981
74.00;39.54;bus0;30323046#1_0;21.77;0.00;5.07;bus_bus;16.374508;48.210393
74.00;302.30;bus1;768586799_0;45.37;0.00;7.84;bus_bus;16.377948;48.207265
74.00;88.47;motorcycle0;30322208#0_0;11.50;0.00;5.51;motorcycle_motorcycle;16.369848;48.209182
74.00;145.03;motorcycle1;113296985_0;60.90;0.00;4.22;motorcycle_motorcycle;16.369966;48.210320
74.00;42.84;veh2;:3666488119_0_0;3.90;0.00;5.00;veh_passenger;16.374834;48.210637
74.00;291.86;veh4;:151007959_0_0;4.33;0.00;7.03;veh_passenger;16.369071;48.211010
75.00;39.34;bus0;30323046#1_0;26.80;0.00;5.03;bus_bus;16.374552;48.210427
75.00;302.30;bus1;768586799_0;53.27;0.00;7.90;bus_bus;16.377859;48.207304
75.00;82.33;motorcycle0;:3588577431_0_0;2.98;0.00;4.14;motorcycle_motorcycle;16.369904;48.209185
75.00;145.03;motorcycle1;113296985_0;65.96;0.00;5.06;motorcycle_motorcycle;16.370004;48.210282
75.00;42.59;veh2;30323046#3_0;4.49;0.00;5.57;veh_passenger;16.374886;48.210673
75.00;287.44;veh4;15243469_0;4.01;0.00;7.69;veh_passenger;16.368972;48.211027
76.00;39.34;bus0;30323046#1_0;31.97;0.00;5.17;bus_bus;16.374597;48.210463
76.00;302.30;bus1;768586799_0;61.13;0.00;7.86;bus_bus;16.377770;48.207343
76.00;71.15;motorcycle0;30322208#1_0;2.06;0.00;3.73;motorcycle_motorcycle;16.369952;48.209194
76.00;145.03;motorcycle1;113296985_0;71.14;0.00;5.18;motorcycle_motorcycle;16.370043;48.210243
76.00;42.56;veh2;30323046#3_0;9.05;0.00;4.57;veh_passenger;16.374928;48.210703
76.00;289.17;veh4;15243469_0;11.55;0.00;7.53;veh_passenger;16.368877;48.211050
77.00;39.34;bus0;30323046#1_0;37.24;0.00;5.27;bus_bus;16.374643;48.210499
77.00;302.30;bus1;768586799_0;69.28;0.00;8.15;bus_bus;16.377679;48.207383
77.00;53.29;motorcycle0;30322208#1_0;7.74;0.00;5.68;motorcycle_motorcycle;16.370017;48.209220
77.00;145.03;motorcycle1;113296985_0;74.38;0.00;3.23;motorcycle_motorcycle;16.370068;48.210219
77.00;43.09;veh2;:3597549490_0_0;1.80;0.00;5.55;veh_passenger;16.374980;48.210739
77.00;289.17;veh4;15243469_0;19.22;0.00;7.68;veh_passenger;16.368780;48.211074
78.00;39.51;bus0;:32665503_0_0;1.10;0.00;5.55;bus_bus;16.374692;48.210537
78.00;302.30;bus1;768586799_0;77.53;0.00;8.25;bus_bus;16.377586;48.207424
78.00;44.96;motorcycle0;30322208#1_0;12.62;0.00;4.88;motorcycle_motorcycle;16.370064;48.209251
78.00;233.71;motorcycle1;:cluster_33182892_33196509_4_0;4.78;0.00;4.81;motorcycle_motorcycle;16.370015;48.210194
78.00;52.42;veh2;30323046#4_0;1.88;0.00;4.77;veh_passenger;16.375032;48.210764
78.00;289.17;veh4;15243469_0;26.16;0.00;6.94;veh_passenger;16.368692;48.211095
79.00;40.64;bus0;30323046#2_0;1.69;0.00;5.49;bus_bus;16.374742;48.210573
79.00;302.30;bus1;768586799_0;85.50;0.00;7.97;bus_bus;16.377496;48.207463
79.00;44.98;motorcycle0;:33196572_1_0;0.10;0.00;4.18;motorcycle_motorcycle;16.370105;48.209277
79.00;233.71;motorcycle1;:cluster_33182892_33196509_4_0;9.66;0.00;4.89;motorcycle_motorcycle;16.369962;48.210169
79.00;54.07;veh2;30323046#4_0;6.26;0.00;4.38;veh_passenger;16.375080;48.210787
79.00;294.29;veh4;15243469_0;33.17;0.00;7.01;veh_passenger;16.368606;48.211121
80.00;42.17;bus0;30323046#2_0;6.72;0.00;5.03;bus_bus;16.374789;48.210606
80.00;302.30;bus1;768586799_0;93.62;0.00;8.12;bus_bus;16.377405;48.207504
80.00;45.43;motorcycle0;:33196572_1_0;3.69;0.00;3.59;motorcycle_motorcycle;16.370140;48.209299
80.00;233.70;motorcycle1;:cluster_33182892_33196509_6_0;0.11;0.00;3.71;motorcycle_motorcycle;16.369921;48.210149
80.00;54.07;veh2;30323046#4_0;11.02;0.00;4.76;veh_passenger;16.375132;48.210811
80.00;299.42;veh4;15243469_0;40.06;0.00;6.90;veh_passenger;16.368526;48.211152
81.00;42.91;bus0;:3666488119_0_0;4.61;0.00;5.50;bus_bus;16.374840;48.210641
81.00;302.18;bus1;768586799_0;101.41;0.00;7.79;bus_bus;16.377317;48.207542
81.00;45.43;motorcycle0;:33196572_1_0;7.30;0.00;3.61;motorcycle_motorcycle;16.370175;48.209322
81.00;343.59;motorcycle1;4998726_0;1.96;0.00;3.18;motorcycle_motorcycle;16.369903;48.210160
81.00;54.07;veh2;30323046#4_0;15.41;0.00;4.39;veh_passenger;16.375181;48.210834
